,Player,Tm,Pos,G_x,MP_x,PER,TS%,3PAr,TRB%,USG%,TOV%,ORB%,G_y,MP_y,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
156,Bruno Caboclo,TOT,C,30,244,14.1,0.484,0.371,12.9,18.0,12.3,10.0,8,52,20,2,8,8,12,6,6,6,10,16,2,5,5,6,8,28
157,Bruno Caboclo,TOT,C,22,192,11.9,0.441,0.36200000000000004,12.1,16.8,9.1,9.5,30,244,89,6,33,32,56,8,9,23,37,60,12,15,17,13,31,90
158,Bruno Caboclo,TOT,C,22,192,11.9,0.441,0.36200000000000004,12.1,16.8,9.1,9.5,22,192,69,4,25,24,44,2,3,17,27,44,10,10,12,7,23,62
159,Bruno Caboclo,TOT,C,22,192,11.9,0.441,0.36200000000000004,12.1,16.8,9.1,9.5,8,52,20,2,8,8,12,6,6,6,10,16,2,5,5,6,8,28
160,Bruno Caboclo,TOT,C,8,52,22.1,0.618,0.4,16.1,22.8,20.9,12.0,30,244,89,6,33,32,56,8,9,23,37,60,12,15,17,13,31,90
161,Bruno Caboclo,TOT,C,8,52,22.1,0.618,0.4,16.1,22.8,20.9,12.0,22,192,69,4,25,24,44,2,3,17,27,44,10,10,12,7,23,62
162,Bruno Caboclo,TOT,C,8,52,22.1,0.618,0.4,16.1,22.8,20.9,12.0,8,52,20,2,8,8,12,6,6,6,10,16,2,5,5,6,8,28
163,Devontae Cacok,LAL,C,1,9,28.6,0.5,0.0,30.4,28.1,0.0,24.6,1,9,6,0,0,3,6,0,0,2,3,5,1,0,0,0,0,6
164,Kentavious Caldwell-Pope,LAL,SG,69,1762,11.0,0.584,0.47100000000000003,4.4,14.7,10.1,2.4,69,1762,507,92,239,145,268,79,102,38,104,142,111,57,14,62,128,645
165,Vlatko Cancar,DEN,SF,14,45,11.4,0.507,0.4,12.4,19.1,15.2,12.5,14,45,15,1,6,5,9,4,4,5,5,10,3,1,1,3,7,17
166,Clint Capela,HOU,C,39,1279,20.6,0.626,0.0,22.0,16.1,12.7,13.6,39,1279,388,0,0,244,388,55,104,168,369,537,48,33,72,63,102,543
167,DeMarre Carroll,TOT,SF-PF,24,290,9.1,0.515,0.5,10.1,14.8,16.8,4.4,24,290,66,8,33,17,33,29,42,12,43,55,25,8,5,17,32,87
168,DeMarre Carroll,TOT,SF-PF,24,290,9.1,0.515,0.5,10.1,14.8,16.8,4.4,15,135,29,3,13,6,16,12,20,7,24,31,11,2,2,10,20,33
169,DeMarre Carroll,TOT,SF-PF,24,290,9.1,0.515,0.5,10.1,14.8,16.8,4.4,9,155,37,5,20,11,17,17,22,5,19,24,14,6,3,7,12,54
170,DeMarre Carroll,TOT,SF-PF,15,135,4.9,0.43700000000000006,0.44799999999999995,12.4,15.3,20.9,5.6,24,290,66,8,33,17,33,29,42,12,43,55,25,8,5,17,32,87
171,DeMarre Carroll,TOT,SF-PF,15,135,4.9,0.43700000000000006,0.44799999999999995,12.4,15.3,20.9,5.6,15,135,29,3,13,6,16,12,20,7,24,31,11,2,2,10,20,33
172,DeMarre Carroll,TOT,SF-PF,15,135,4.9,0.43700000000000006,0.44799999999999995,12.4,15.3,20.9,5.6,9,155,37,5,20,11,17,17,22,5,19,24,14,6,3,7,12,54
173,DeMarre Carroll,TOT,SF-PF,9,155,12.8,0.578,0.541,8.1,14.3,13.0,3.3,24,290,66,8,33,17,33,29,42,12,43,55,25,8,5,17,32,87
174,DeMarre Carroll,TOT,SF-PF,9,155,12.8,0.578,0.541,8.1,14.3,13.0,3.3,15,135,29,3,13,6,16,12,20,7,24,31,11,2,2,10,20,33
175,DeMarre Carroll,TOT,SF-PF,9,155,12.8,0.578,0.541,8.1,14.3,13.0,3.3,9,155,37,5,20,11,17,17,22,5,19,24,14,6,3,7,12,54
176,Jevon Carter,PHO,PG,58,945,11.3,0.563,0.601,6.9,12.9,11.2,3.5,58,945,243,62,146,39,97,23,27,30,88,118,84,47,17,32,86,287
177,Vince Carter,ATL,SF,60,876,7.5,0.47,0.664,7.6,16.6,9.4,2.2,60,876,304,61,202,46,102,23,29,18,106,124,48,23,25,33,90,298
178,Wendell Carter Jr.,CHI,C,43,1256,15.5,0.59,0.085,17.8,16.4,14.9,11.6,43,1256,343,6,29,177,314,112,152,139,266,405,51,33,36,72,162,484
179,Michael Carter-Williams,ORL,SG,45,833,15.3,0.535,0.28800000000000003,9.5,18.3,14.7,5.8,45,833,260,22,75,89,185,79,95,46,101,147,109,49,22,52,87,323
180,Alex Caruso,LAL,PG,64,1175,10.8,0.525,0.41200000000000003,5.7,13.8,13.8,1.6,64,1175,291,40,120,80,171,69,94,17,106,123,124,70,18,53,98,349
181,Willie Cauley-Stein,TOT,C,54,1097,17.0,0.589,0.003,15.5,14.4,10.8,8.0,54,1097,302,0,1,175,301,40,66,84,231,315,70,49,61,40,121,390
182,Willie Cauley-Stein,TOT,C,54,1097,17.0,0.589,0.003,15.5,14.4,10.8,8.0,41,940,257,0,0,144,257,35,57,71,184,255,60,45,50,35,102,323
183,Willie Cauley-Stein,TOT,C,54,1097,17.0,0.589,0.003,15.5,14.4,10.8,8.0,13,157,45,0,1,31,44,5,9,13,47,60,10,4,11,5,19,67
184,Willie Cauley-Stein,TOT,C,41,940,16.2,0.573,0.0,14.7,14.4,11.0,7.9,54,1097,302,0,1,175,301,40,66,84,231,315,70,49,61,40,121,390
185,Willie Cauley-Stein,TOT,C,41,940,16.2,0.573,0.0,14.7,14.4,11.0,7.9,41,940,257,0,0,144,257,35,57,71,184,255,60,45,50,35,102,323
186,Willie Cauley-Stein,TOT,C,41,940,16.2,0.573,0.0,14.7,14.4,11.0,7.9,13,157,45,0,1,31,44,5,9,13,47,60,10,4,11,5,19,67
187,Willie Cauley-Stein,TOT,C,13,157,22.2,0.684,0.022000000000000002,20.1,14.7,9.3,8.8,54,1097,302,0,1,175,301,40,66,84,231,315,70,49,61,40,121,390
188,Willie Cauley-Stein,TOT,C,13,157,22.2,0.684,0.022000000000000002,20.1,14.7,9.3,8.8,41,940,257,0,0,144,257,35,57,71,184,255,60,45,50,35,102,323
189,Willie Cauley-Stein,TOT,C,13,157,22.2,0.684,0.022000000000000002,20.1,14.7,9.3,8.8,13,157,45,0,1,31,44,5,9,13,47,60,10,4,11,5,19,67
190,Tyson Chandler,HOU,C,26,219,10.8,0.7170000000000001,0.0,15.8,6.0,25.2,11.8,26,219,18,0,0,14,18,6,13,25,41,66,6,6,8,8,32,34
191,Wilson Chandler,BRK,SF,35,734,7.4,0.531,0.6609999999999999,10.2,12.9,15.0,1.6,35,734,183,37,121,37,62,20,23,11,134,145,39,16,12,34,79,205
192,Joe Chealey,CHO,PG,4,33,-2.9,0.127,0.5710000000000001,0.0,13.2,20.2,0.0,4,33,7,0,4,0,3,2,2,0,0,0,1,4,0,2,2,2
193,Zylan Cheatham,NOP,SF,4,51,6.7,0.667,0.111,9.4,10.4,30.8,6.2,4,51,9,0,1,6,8,0,0,3,6,9,3,1,1,4,10,12
194,Chris Chiozza,TOT,PG,28,401,12.0,0.499,0.514,6.9,18.1,18.4,2.4,28,401,140,27,72,28,68,5,5,9,44,53,83,21,4,32,37,142
195,Chris Chiozza,TOT,PG,28,401,12.0,0.499,0.514,6.9,18.1,18.4,2.4,10,123,34,7,16,3,18,0,0,0,15,15,28,10,2,9,12,27
196,Chris Chiozza,TOT,PG,28,401,12.0,0.499,0.514,6.9,18.1,18.4,2.4,18,278,106,20,56,25,50,5,5,9,29,38,55,11,2,23,25,115
197,Chris Chiozza,TOT,PG,10,123,9.2,0.397,0.47100000000000003,6.7,14.5,20.9,0.0,28,401,140,27,72,28,68,5,5,9,44,53,83,21,4,32,37,142
198,Chris Chiozza,TOT,PG,10,123,9.2,0.397,0.47100000000000003,6.7,14.5,20.9,0.0,10,123,34,7,16,3,18,0,0,0,15,15,28,10,2,9,12,27
199,Chris Chiozza,TOT,PG,10,123,9.2,0.397,0.47100000000000003,6.7,14.5,20.9,0.0,18,278,106,20,56,25,50,5,5,9,29,38,55,11,2,23,25,115
200,Chris Chiozza,TOT,PG,18,278,13.2,0.531,0.528,7.1,19.7,17.5,3.4,28,401,140,27,72,28,68,5,5,9,44,53,83,21,4,32,37,142
201,Chris Chiozza,TOT,PG,18,278,13.2,0.531,0.528,7.1,19.7,17.5,3.4,10,123,34,7,16,3,18,0,0,0,15,15,28,10,2,9,12,27
202,Chris Chiozza,TOT,PG,18,278,13.2,0.531,0.528,7.1,19.7,17.5,3.4,18,278,106,20,56,25,50,5,5,9,29,38,55,11,2,23,25,115
203,Marquese Chriss,GSW,PF,59,1196,19.5,0.604,0.10099999999999999,16.5,19.0,14.7,10.0,59,1196,385,8,39,202,346,120,156,114,251,365,114,39,62,78,122,548
204,Gary Clark,TOT,PF,42,567,10.7,0.568,0.835,10.3,11.0,6.8,6.8,42,567,133,39,111,15,22,9,10,37,73,110,17,6,22,10,46,156
205,Gary Clark,TOT,PF,42,567,10.7,0.568,0.835,10.3,11.0,6.8,6.8,18,212,59,18,51,5,8,6,7,11,29,40,12,2,7,2,21,70
206,Gary Clark,TOT,PF,42,567,10.7,0.568,0.835,10.3,11.0,6.8,6.8,24,355,74,21,60,10,14,3,3,26,44,70,5,4,15,8,25,86
207,Gary Clark,TOT,PF,18,212,11.8,0.564,0.8640000000000001,9.9,12.5,3.1,5.4,42,567,133,39,111,15,22,9,10,37,73,110,17,6,22,10,46,156
208,Gary Clark,TOT,PF,18,212,11.8,0.564,0.8640000000000001,9.9,12.5,3.1,5.4,18,212,59,18,51,5,8,6,7,11,29,40,12,2,7,2,21,70
209,Gary Clark,TOT,PF,18,212,11.8,0.564,0.8640000000000001,9.9,12.5,3.1,5.4,24,355,74,21,60,10,14,3,3,26,44,70,5,4,15,8,25,86
210,Gary Clark,TOT,PF,24,355,10.1,0.5710000000000001,0.8109999999999999,10.6,10.1,9.6,7.6,42,567,133,39,111,15,22,9,10,37,73,110,17,6,22,10,46,156
211,Gary Clark,TOT,PF,24,355,10.1,0.5710000000000001,0.8109999999999999,10.6,10.1,9.6,7.6,18,212,59,18,51,5,8,6,7,11,29,40,12,2,7,2,21,70
212,Gary Clark,TOT,PF,24,355,10.1,0.5710000000000001,0.8109999999999999,10.6,10.1,9.6,7.6,24,355,74,21,60,10,14,3,3,26,44,70,5,4,15,8,25,86
213,Brandon Clarke,MEM,PF,58,1300,20.9,0.6629999999999999,0.134,14.0,18.7,9.4,7.6,58,1300,479,23,64,273,415,85,112,92,253,345,81,32,48,55,100,700
214,Jordan Clarkson,TOT,SG,71,1705,17.3,0.574,0.47600000000000003,6.1,26.3,9.4,3.3,71,1705,867,152,413,242,454,138,165,50,137,187,136,46,16,97,108,1078
215,Jordan Clarkson,TOT,SG,71,1705,17.3,0.574,0.47600000000000003,6.1,26.3,9.4,3.3,29,666,326,59,159,85,167,76,86,21,48,69,70,17,8,39,33,423
216,Jordan Clarkson,TOT,SG,71,1705,17.3,0.574,0.47600000000000003,6.1,26.3,9.4,3.3,42,1039,541,93,254,157,287,62,79,29,89,118,66,29,8,58,75,655
217,Jordan Clarkson,TOT,SG,29,666,18.6,0.581,0.488,5.8,25.9,9.7,3.5,71,1705,867,152,413,242,454,138,165,50,137,187,136,46,16,97,108,1078
218,Jordan Clarkson,TOT,SG,29,666,18.6,0.581,0.488,5.8,25.9,9.7,3.5,29,666,326,59,159,85,167,76,86,21,48,69,70,17,8,39,33,423
219,Jordan Clarkson,TOT,SG,29,666,18.6,0.581,0.488,5.8,25.9,9.7,3.5,42,1039,541,93,254,157,287,62,79,29,89,118,66,29,8,58,75,655
220,Jordan Clarkson,TOT,SG,42,1039,16.5,0.569,0.47,6.3,26.7,9.2,3.2,71,1705,867,152,413,242,454,138,165,50,137,187,136,46,16,97,108,1078
221,Jordan Clarkson,TOT,SG,42,1039,16.5,0.569,0.47,6.3,26.7,9.2,3.2,29,666,326,59,159,85,167,76,86,21,48,69,70,17,8,39,33,423
222,Jordan Clarkson,TOT,SG,42,1039,16.5,0.569,0.47,6.3,26.7,9.2,3.2,42,1039,541,93,254,157,287,62,79,29,89,118,66,29,8,58,75,655
223,Nicolas Claxton,BRK,PF,15,187,14.8,0.5770000000000001,0.146,12.2,14.8,13.6,10.7,15,187,48,1,7,26,41,11,21,19,25,44,16,1,8,9,14,66
224,Chris Clemons,HOU,SG,33,291,13.1,0.5479999999999999,0.754,5.4,23.6,11.5,1.4,33,291,142,37,107,20,35,10,11,4,26,30,27,9,6,19,26,161
225,Antonius Cleveland,DAL,SG,11,46,2.5,0.34,0.214,8.0,16.9,11.0,4.6,11,46,14,0,3,4,11,3,5,2,5,7,1,1,3,2,8,11
226,Amir Coffey,LAC,SG,18,159,8.5,0.493,0.35200000000000004,5.2,17.6,12.0,2.7,18,159,54,6,19,17,35,6,11,4,12,16,14,5,2,8,20,58
227,John Collins,ATL,PF,41,1363,23.5,0.659,0.243,16.4,22.7,10.1,9.0,41,1363,605,59,147,294,458,120,150,116,300,416,60,31,66,75,138,885
228,Zach Collins,POR,PF,11,290,9.9,0.5379999999999999,0.27899999999999997,12.4,12.5,16.4,9.1,11,290,68,7,19,25,49,6,8,25,44,69,16,5,5,14,36,77
229,Mike Conley,UTA,PG,47,1363,14.1,0.537,0.451,6.1,23.1,12.8,2.8,47,1363,567,96,256,136,311,115,139,33,118,151,208,36,5,92,104,675
230,Pat Connaughton,MIL,SG,67,1243,11.5,0.565,0.551,11.3,12.3,14.0,5.1,67,1243,301,55,166,82,135,31,40,60,224,284,107,25,31,52,70,360
231,Quinn Cook,LAL,PG,44,508,10.0,0.509,0.397,5.5,21.0,13.0,2.4,44,508,214,31,85,60,129,11,14,11,40,51,49,12,2,33,27,224
232,Tyler Cook,TOT,PF,13,54,19.4,0.741,0.0,14.4,14.7,16.2,12.3,13,54,12,0,0,8,12,7,8,6,8,14,1,3,0,3,5,23
233,Tyler Cook,TOT,PF,13,54,19.4,0.741,0.0,14.4,14.7,16.2,12.3,11,35,10,0,0,7,10,5,6,4,6,10,1,1,0,1,4,19
234,Tyler Cook,TOT,PF,13,54,19.4,0.741,0.0,14.4,14.7,16.2,12.3,2,19,2,0,0,1,2,2,2,2,2,4,0,2,0,2,1,4
235,Tyler Cook,TOT,PF,11,35,23.9,0.752,0.0,15.9,16.7,7.3,12.6,13,54,12,0,0,8,12,7,8,6,8,14,1,3,0,3,5,23
236,Tyler Cook,TOT,PF,11,35,23.9,0.752,0.0,15.9,16.7,7.3,12.6,11,35,10,0,0,7,10,5,6,4,6,10,1,1,0,1,4,19
237,Tyler Cook,TOT,PF,11,35,23.9,0.752,0.0,15.9,16.7,7.3,12.6,2,19,2,0,0,1,2,2,2,2,2,4,0,2,0,2,1,4
238,Tyler Cook,TOT,PF,2,19,11.3,0.6940000000000001,0.0,11.8,11.2,41.0,11.8,13,54,12,0,0,8,12,7,8,6,8,14,1,3,0,3,5,23
239,Tyler Cook,TOT,PF,2,19,11.3,0.6940000000000001,0.0,11.8,11.2,41.0,11.8,11,35,10,0,0,7,10,5,6,4,6,10,1,1,0,1,4,19
240,Tyler Cook,TOT,PF,2,19,11.3,0.6940000000000001,0.0,11.8,11.2,41.0,11.8,2,19,2,0,0,1,2,2,2,2,2,4,0,2,0,2,1,4
241,Robert Covington,TOT,PF-C,70,2137,13.3,0.5589999999999999,0.664,11.4,17.0,11.7,3.0,70,2137,723,161,480,144,243,99,124,63,400,463,88,115,93,103,220,870
242,Robert Covington,TOT,PF-C,70,2137,13.3,0.5589999999999999,0.664,11.4,17.0,11.7,3.0,48,1411,496,108,312,108,184,75,94,36,251,287,56,80,45,73,148,615
243,Robert Covington,TOT,PF-C,70,2137,13.3,0.5589999999999999,0.664,11.4,17.0,11.7,3.0,22,726,227,53,168,36,59,24,30,27,149,176,32,35,48,30,72,255
244,Robert Covington,TOT,PF-C,48,1411,13.5,0.5720000000000001,0.629,10.7,17.8,12.0,2.6,70,2137,723,161,480,144,243,99,124,63,400,463,88,115,93,103,220,870
245,Robert Covington,TOT,PF-C,48,1411,13.5,0.5720000000000001,0.629,10.7,17.8,12.0,2.6,48,1411,496,108,312,108,184,75,94,36,251,287,56,80,45,73,148,615
246,Robert Covington,TOT,PF-C,48,1411,13.5,0.5720000000000001,0.629,10.7,17.8,12.0,2.6,22,726,227,53,168,36,59,24,30,27,149,176,32,35,48,30,72,255
247,Robert Covington,TOT,PF-C,22,726,13.1,0.531,0.74,12.7,15.4,11.1,3.9,70,2137,723,161,480,144,243,99,124,63,400,463,88,115,93,103,220,870
248,Robert Covington,TOT,PF-C,22,726,13.1,0.531,0.74,12.7,15.4,11.1,3.9,48,1411,496,108,312,108,184,75,94,36,251,287,56,80,45,73,148,615
249,Robert Covington,TOT,PF-C,22,726,13.1,0.531,0.74,12.7,15.4,11.1,3.9,22,726,227,53,168,36,59,24,30,27,149,176,32,35,48,30,72,255
250,Allen Crabbe,TOT,SG,37,653,6.0,0.47,0.672,6.3,12.7,8.5,1.8,37,653,177,36,119,27,58,10,14,11,66,77,33,15,4,17,47,172
251,Allen Crabbe,TOT,SG,37,653,6.0,0.47,0.672,6.3,12.7,8.5,1.8,28,522,143,30,93,22,50,9,12,10,55,65,28,15,4,12,36,143
252,Allen Crabbe,TOT,SG,37,653,6.0,0.47,0.672,6.3,12.7,8.5,1.8,9,131,34,6,26,5,8,1,2,1,11,12,5,0,0,5,11,29
253,Allen Crabbe,TOT,SG,28,522,7.2,0.48200000000000004,0.65,6.7,12.7,7.5,2.0,37,653,177,36,119,27,58,10,14,11,66,77,33,15,4,17,47,172
254,Allen Crabbe,TOT,SG,28,522,7.2,0.48200000000000004,0.65,6.7,12.7,7.5,2.0,28,522,143,30,93,22,50,9,12,10,55,65,28,15,4,12,36,143
255,Allen Crabbe,TOT,SG,28,522,7.2,0.48200000000000004,0.65,6.7,12.7,7.5,2.0,9,131,34,6,26,5,8,1,2,1,11,12,5,0,0,5,11,29
256,Allen Crabbe,TOT,SG,9,131,1.1,0.41600000000000004,0.765,4.8,12.5,12.5,0.8,37,653,177,36,119,27,58,10,14,11,66,77,33,15,4,17,47,172
257,Allen Crabbe,TOT,SG,9,131,1.1,0.41600000000000004,0.765,4.8,12.5,12.5,0.8,28,522,143,30,93,22,50,9,12,10,55,65,28,15,4,12,36,143
258,Allen Crabbe,TOT,SG,9,131,1.1,0.41600000000000004,0.765,4.8,12.5,12.5,0.8,9,131,34,6,26,5,8,1,2,1,11,12,5,0,0,5,11,29
259,Torrey Craig,DEN,SF,58,1072,10.8,0.5529999999999999,0.513,9.9,12.6,8.1,6.6,58,1072,269,45,138,79,131,22,36,63,126,189,47,23,36,25,135,315
260,Jamal Crawford,BRK,SG,1,6,33.2,0.625,0.5,0.0,27.9,0.0,0.0,1,6,4,1,2,1,2,0,0,0,0,0,3,0,0,0,1,5
261,Jae Crowder,TOT,SF,65,1875,12.5,0.5529999999999999,0.7,11.0,15.5,10.0,3.0,65,1875,563,135,394,91,169,97,125,52,332,384,161,72,24,69,143,684
262,Jae Crowder,TOT,SF,65,1875,12.5,0.5529999999999999,0.7,11.0,15.5,10.0,3.0,45,1322,399,78,266,69,133,75,95,40,237,277,125,47,14,54,85,447
263,Jae Crowder,TOT,SF,65,1875,12.5,0.5529999999999999,0.7,11.0,15.5,10.0,3.0,20,553,164,57,128,22,36,22,30,12,95,107,36,25,10,15,58,237
264,Jae Crowder,TOT,SF,45,1322,11.0,0.507,0.667,11.0,15.6,10.9,3.2,65,1875,563,135,394,91,169,97,125,52,332,384,161,72,24,69,143,684
265,Jae Crowder,TOT,SF,45,1322,11.0,0.507,0.667,11.0,15.6,10.9,3.2,45,1322,399,78,266,69,133,75,95,40,237,277,125,47,14,54,85,447
266,Jae Crowder,TOT,SF,45,1322,11.0,0.507,0.667,11.0,15.6,10.9,3.2,20,553,164,57,128,22,36,22,30,12,95,107,36,25,10,15,58,237
267,Jae Crowder,TOT,SF,20,553,16.3,0.669,0.78,10.8,15.3,7.8,2.5,65,1875,563,135,394,91,169,97,125,52,332,384,161,72,24,69,143,684
268,Jae Crowder,TOT,SF,20,553,16.3,0.669,0.78,10.8,15.3,7.8,2.5,45,1322,399,78,266,69,133,75,95,40,237,277,125,47,14,54,85,447
269,Jae Crowder,TOT,SF,20,553,16.3,0.669,0.78,10.8,15.3,7.8,2.5,20,553,164,57,128,22,36,22,30,12,95,107,36,25,10,15,58,237
270,Jarrett Culver,MIN,SG,63,1506,9.6,0.467,0.38799999999999996,7.4,19.2,11.5,4.7,63,1506,569,66,221,164,348,54,117,70,142,212,110,57,38,81,125,580
271,Seth Curry,DAL,SG,64,1576,15.5,0.643,0.5589999999999999,4.8,18.4,9.1,1.8,64,1576,574,145,321,139,253,80,97,27,118,145,124,38,9,62,113,793
272,Stephen Curry,GSW,PG,5,139,21.7,0.557,0.598,10.1,33.6,14.6,3.0,5,139,82,12,49,21,33,26,26,4,22,26,33,5,2,16,11,104
273,Troy Daniels,TOT,SG,47,532,8.4,0.518,0.71,5.4,16.3,5.9,2.5,47,532,186,46,132,26,54,10,16,12,40,52,17,11,3,12,37,200
274,Troy Daniels,TOT,SG,47,532,8.4,0.518,0.71,5.4,16.3,5.9,2.5,41,456,158,40,112,22,46,10,16,12,34,46,14,8,3,9,30,174
275,Troy Daniels,TOT,SG,47,532,8.4,0.518,0.71,5.4,16.3,5.9,2.5,6,76,28,6,20,4,8,0,0,0,6,6,3,3,0,3,7,26
276,Troy Daniels,TOT,SG,41,456,9.0,0.527,0.7090000000000001,5.5,16.1,5.2,2.9,47,532,186,46,132,26,54,10,16,12,40,52,17,11,3,12,37,200
277,Troy Daniels,TOT,SG,41,456,9.0,0.527,0.7090000000000001,5.5,16.1,5.2,2.9,41,456,158,40,112,22,46,10,16,12,34,46,14,8,3,9,30,174
278,Troy Daniels,TOT,SG,41,456,9.0,0.527,0.7090000000000001,5.5,16.1,5.2,2.9,6,76,28,6,20,4,8,0,0,0,6,6,3,3,0,3,7,26
279,Troy Daniels,TOT,SG,6,76,5.3,0.46399999999999997,0.7140000000000001,4.4,17.7,9.7,0.0,47,532,186,46,132,26,54,10,16,12,40,52,17,11,3,12,37,200
280,Troy Daniels,TOT,SG,6,76,5.3,0.46399999999999997,0.7140000000000001,4.4,17.7,9.7,0.0,41,456,158,40,112,22,46,10,16,12,34,46,14,8,3,9,30,174
281,Troy Daniels,TOT,SG,6,76,5.3,0.46399999999999997,0.7140000000000001,4.4,17.7,9.7,0.0,6,76,28,6,20,4,8,0,0,0,6,6,3,3,0,3,7,26
282,Anthony Davis,LAL,PF,62,2131,27.4,0.61,0.19899999999999998,14.8,29.3,10.4,7.4,62,2131,1096,72,218,479,878,444,525,142,435,577,200,91,143,154,156,1618
283,Ed Davis,UTA,C,28,303,9.5,0.489,0.0,19.1,9.4,20.0,13.2,28,303,46,0,0,22,46,7,14,35,70,105,12,11,9,13,61,51
284,Terence Davis,TOR,SG,72,1209,13.8,0.588,0.555,10.3,19.0,14.1,4.5,72,1209,436,94,242,105,194,51,59,50,187,237,115,39,14,76,124,543
285,Dewayne Dedmon,TOT,C,44,774,9.4,0.473,0.42,17.8,18.1,17.4,8.5,44,774,255,22,107,80,148,30,36,60,189,249,22,25,41,57,133,256
286,Dewayne Dedmon,TOT,C,44,774,9.4,0.473,0.42,17.8,18.1,17.4,8.5,34,541,171,14,71,55,100,23,28,46,121,167,15,15,26,47,93,175
287,Dewayne Dedmon,TOT,C,44,774,9.4,0.473,0.42,17.8,18.1,17.4,8.5,10,233,84,8,36,25,48,7,8,14,68,82,7,10,15,10,40,81
288,Dewayne Dedmon,TOT,C,34,541,8.5,0.47700000000000004,0.415,17.4,18.5,20.4,9.3,44,774,255,22,107,80,148,30,36,60,189,249,22,25,41,57,133,256
289,Dewayne Dedmon,TOT,C,34,541,8.5,0.47700000000000004,0.415,17.4,18.5,20.4,9.3,34,541,171,14,71,55,100,23,28,46,121,167,15,15,26,47,93,175
290,Dewayne Dedmon,TOT,C,34,541,8.5,0.47700000000000004,0.415,17.4,18.5,20.4,9.3,10,233,84,8,36,25,48,7,8,14,68,82,7,10,15,10,40,81
291,Dewayne Dedmon,TOT,C,10,233,11.4,0.46299999999999997,0.429,18.9,17.4,10.3,6.4,44,774,255,22,107,80,148,30,36,60,189,249,22,25,41,57,133,256
292,Dewayne Dedmon,TOT,C,10,233,11.4,0.46299999999999997,0.429,18.9,17.4,10.3,6.4,34,541,171,14,71,55,100,23,28,46,121,167,15,15,26,47,93,175
293,Dewayne Dedmon,TOT,C,10,233,11.4,0.46299999999999997,0.429,18.9,17.4,10.3,6.4,10,233,84,8,36,25,48,7,8,14,68,82,7,10,15,10,40,81
294,Matthew Dellavedova,CLE,PG,57,821,8.1,0.46299999999999997,0.52,5.1,13.0,23.6,2.4,57,821,175,21,91,41,84,32,37,18,57,75,180,20,2,59,78,177
295,DeMar DeRozan,SAS,SF,68,2316,21.6,0.603,0.033,8.7,26.3,11.6,2.0,68,2316,1049,9,35,548,1014,381,451,44,331,375,380,70,20,164,180,1504
296,Cheick Diallo,PHO,C,47,479,16.5,0.688,0.021,15.2,17.0,16.7,6.9,47,479,142,1,3,91,139,34,39,30,101,131,22,11,12,32,55,219
297,Hamidou Diallo,OKC,SF,46,896,9.3,0.491,0.193,10.3,18.4,13.6,5.6,46,896,296,16,57,116,239,38,63,44,123,167,36,37,9,51,101,318
298,Gorgui Dieng,TOT,C,63,1096,17.1,0.568,0.418,17.0,17.6,12.8,8.5,63,1096,364,54,152,112,212,78,101,91,263,354,73,51,59,60,124,464
299,Gorgui Dieng,TOT,C,63,1096,17.1,0.568,0.418,17.0,17.6,12.8,8.5,46,778,277,46,120,78,157,47,59,73,183,256,58,37,42,44,89,341
300,Gorgui Dieng,TOT,C,63,1096,17.1,0.568,0.418,17.0,17.6,12.8,8.5,17,318,87,8,32,34,55,31,42,18,80,98,15,14,17,16,35,123
301,Gorgui Dieng,TOT,C,46,778,17.8,0.563,0.433,17.4,18.4,12.7,9.5,63,1096,364,54,152,112,212,78,101,91,263,354,73,51,59,60,124,464
302,Gorgui Dieng,TOT,C,46,778,17.8,0.563,0.433,17.4,18.4,12.7,9.5,46,778,277,46,120,78,157,47,59,73,183,256,58,37,42,44,89,341
303,Gorgui Dieng,TOT,C,46,778,17.8,0.563,0.433,17.4,18.4,12.7,9.5,17,318,87,8,32,34,55,31,42,18,80,98,15,14,17,16,35,123
304,Gorgui Dieng,TOT,C,17,318,15.5,0.583,0.368,16.2,15.9,13.2,6.1,63,1096,364,54,152,112,212,78,101,91,263,354,73,51,59,60,124,464
305,Gorgui Dieng,TOT,C,17,318,15.5,0.583,0.368,16.2,15.9,13.2,6.1,46,778,277,46,120,78,157,47,59,73,183,256,58,37,42,44,89,341
306,Gorgui Dieng,TOT,C,17,318,15.5,0.583,0.368,16.2,15.9,13.2,6.1,17,318,87,8,32,34,55,31,42,18,80,98,15,14,17,16,35,123
307,Spencer Dinwiddie,BRK,SG,64,1994,17.8,0.541,0.392,5.7,29.2,12.5,1.7,64,1994,1021,123,400,301,621,347,446,32,189,221,432,40,21,174,180,1318
308,Donte DiVincenzo,MIL,SG,66,1520,14.1,0.557,0.484,10.3,17.3,14.1,4.6,66,1520,510,83,247,149,263,63,86,66,252,318,154,85,20,90,113,610
309,Luka Doncic,DAL,PG,61,2047,27.6,0.585,0.431,14.7,36.8,14.8,4.1,61,2047,1255,171,541,410,714,426,562,78,495,573,538,62,14,260,153,1759
310,Luguentz Dort,OKC,SG,36,820,7.6,0.506,0.46299999999999997,5.5,14.1,8.4,3.3,36,820,218,30,101,56,117,42,53,24,57,81,27,31,4,22,97,244
