,Player,Tm,Pos,G_x,MP_x,PER,TS%,3PAr,TRB%,USG%,TOV%,ORB%,G_y,MP_y,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Steven Adams,OKC,C,63,1680,20.5,0.604,0.006,19.2,17.3,14.2,14.0,63,1680,478,1,3,282,475,117,201,207,376,583,146,51,67,94,122,684
1,Bam Adebayo,MIA,PF,72,2417,20.3,0.598,0.018000000000000002,17.0,21.2,17.6,8.5,72,2417,790,2,14,438,776,264,382,176,559,735,368,82,93,204,182,1146
2,LaMarcus Aldridge,SAS,C,53,1754,19.7,0.5710000000000001,0.198,12.0,23.4,7.8,6.3,53,1754,793,61,157,330,636,158,191,103,289,392,129,36,87,74,128,1001
3,Kyle Alexander,MIA,PF,2,13,4.7,0.5,0.0,12.9,10.2,33.3,17.9,2,13,2,0,0,1,2,0,0,2,1,3,0,0,0,1,1,2
4,Nickeil Alexander-Walker,NOP,SG,47,591,8.9,0.473,0.5,7.5,23.3,16.1,1.6,47,591,266,46,133,52,133,25,37,9,75,84,89,17,8,54,57,267
5,Grayson Allen,MEM,SG,38,718,12.0,0.609,0.562,6.2,17.6,10.9,1.2,38,718,251,57,141,60,110,39,45,8,77,85,52,10,2,33,53,330
6,Jarrett Allen,BRK,C,70,1852,20.7,0.664,0.013000000000000001,18.7,14.9,11.7,12.3,70,1852,465,0,6,302,459,171,270,216,455,671,110,40,92,77,162,775
7,Kadeem Allen,NYK,SG,10,117,14.0,0.512,0.364,4.1,20.6,14.1,1.8,10,117,44,5,16,14,28,7,11,2,7,9,21,5,2,8,7,50
8,Al-Farouq Aminu,ORL,PF,18,380,7.6,0.395,0.419,12.3,13.2,14.7,6.6,18,380,86,9,36,16,50,19,29,24,63,87,21,18,8,17,27,78
9,Justin Anderson,BRK,SF,10,107,3.2,0.35200000000000004,0.763,10.2,17.1,9.1,1.0,10,107,38,6,29,4,9,2,4,1,20,21,8,0,6,4,13,28
10,Kyle Anderson,MEM,PF,67,1330,12.5,0.534,0.257,11.3,13.5,15.3,4.7,67,1330,331,24,85,133,246,52,78,58,227,285,162,54,37,66,111,390
11,Ryan Anderson,HOU,C,2,14,9.4,0.35700000000000004,0.7140000000000001,26.2,23.7,12.5,0.0,2,14,7,1,5,1,2,0,0,0,7,7,2,1,0,1,1,5
12,Giannis Antetokounmpo,MIL,PF,63,1917,31.9,0.613,0.237,22.1,37.5,13.2,7.7,63,1917,1238,89,293,596,945,398,629,140,716,856,354,61,66,230,195,1857
13,Kostas Antetokounmpo,LAL,PF,5,20,16.3,0.902,0.0,8.2,10.3,20.5,11.1,5,20,3,0,0,3,3,1,2,2,1,3,2,0,0,1,2,7
14,Thanasis Antetokounmpo,MIL,SF,20,129,12.2,0.496,0.20800000000000002,9.2,21.6,17.8,9.8,20,129,48,0,10,24,38,7,17,12,12,24,15,7,2,12,18,55
15,Carmelo Anthony,POR,PF,58,1902,12.4,0.525,0.289,10.1,21.2,10.5,4.0,58,1902,782,87,226,249,556,136,161,71,297,368,85,49,27,100,171,895
16,OG Anunoby,TOR,SF,69,2066,13.2,0.6,0.40299999999999997,9.3,14.3,11.5,4.2,69,2066,566,89,228,197,338,72,102,80,284,364,108,96,45,79,167,733
17,Ryan Arcidiacono,CHI,PG,58,930,9.0,0.551,0.627,6.5,12.5,13.5,2.3,58,930,220,54,138,36,82,27,38,20,90,110,96,27,3,37,96,261
18,Trevor Ariza,TOT,SF,53,1493,11.0,0.593,0.639,9.0,11.8,13.6,2.5,53,1493,324,77,207,65,117,62,74,34,212,246,91,69,15,56,111,423
19,Trevor Ariza,TOT,SF,53,1493,11.0,0.593,0.639,9.0,11.8,13.6,2.5,32,791,165,43,122,21,43,21,27,21,125,146,50,35,7,28,63,192
20,Trevor Ariza,TOT,SF,53,1493,11.0,0.593,0.639,9.0,11.8,13.6,2.5,21,702,159,34,85,44,74,41,47,13,87,100,41,34,8,28,48,231
21,Trevor Ariza,TOT,SF,32,791,9.4,0.5429999999999999,0.7390000000000001,10.4,11.2,13.7,2.9,53,1493,324,77,207,65,117,62,74,34,212,246,91,69,15,56,111,423
22,Trevor Ariza,TOT,SF,32,791,9.4,0.5429999999999999,0.7390000000000001,10.4,11.2,13.7,2.9,32,791,165,43,122,21,43,21,27,21,125,146,50,35,7,28,63,192
23,Trevor Ariza,TOT,SF,32,791,9.4,0.5429999999999999,0.7390000000000001,10.4,11.2,13.7,2.9,21,702,159,34,85,44,74,41,47,13,87,100,41,34,8,28,48,231
24,Trevor Ariza,TOT,SF,21,702,12.8,0.643,0.535,7.4,12.5,13.5,2.0,53,1493,324,77,207,65,117,62,74,34,212,246,91,69,15,56,111,423
25,Trevor Ariza,TOT,SF,21,702,12.8,0.643,0.535,7.4,12.5,13.5,2.0,32,791,165,43,122,21,43,21,27,21,125,146,50,35,7,28,63,192
26,Trevor Ariza,TOT,SF,21,702,12.8,0.643,0.535,7.4,12.5,13.5,2.0,21,702,159,34,85,44,74,41,47,13,87,100,41,34,8,28,48,231
27,D.J. Augustin,ORL,PG,57,1420,14.0,0.5539999999999999,0.436,4.6,19.1,13.7,1.6,57,1420,461,70,201,114,260,161,181,22,100,122,262,34,1,86,72,599
28,Deandre Ayton,PHO,C,38,1236,20.0,0.568,0.023,19.6,23.7,11.6,13.0,38,1236,568,3,13,307,555,67,89,147,289,436,72,26,58,80,117,690
29,Dwayne Bacon,CHO,SG,39,687,6.1,0.419,0.275,7.9,19.5,12.2,2.3,39,687,244,19,67,66,177,35,53,15,85,100,52,23,2,37,52,224
30,Marvin Bagley III,SAC,PF,13,334,15.6,0.512,0.132,16.3,25.8,9.1,9.5,13,334,167,4,22,74,145,25,31,29,68,97,10,6,12,18,43,185
31,Lonzo Ball,NOP,PG,63,2025,13.1,0.517,0.575,10.0,18.5,21.1,3.7,63,2025,687,148,395,129,292,43,76,71,312,383,438,88,38,193,128,745
32,Mo Bamba,ORL,C,62,878,17.5,0.542,0.374,18.5,17.1,12.1,11.9,62,878,286,37,107,95,179,31,46,100,202,302,42,23,86,42,116,332
33,J.J. Barea,DAL,PG,29,450,14.6,0.512,0.41100000000000003,6.2,24.2,14.9,2.4,29,450,207,32,85,53,122,20,22,10,43,53,112,5,2,38,27,222
34,Harrison Barnes,SAC,PF,72,2482,13.3,0.574,0.33799999999999997,8.1,17.4,8.8,3.4,72,2482,793,102,268,263,525,214,267,77,278,355,159,43,12,88,93,1046
35,RJ Barrett,NYK,SG,56,1704,10.7,0.479,0.271,8.7,24.0,12.9,3.0,56,1704,727,63,197,229,530,156,254,50,229,279,143,55,17,124,122,803
36,Will Barton,DEN,SF,58,1916,15.6,0.5489999999999999,0.39,10.7,20.1,9.9,4.5,58,1916,738,108,288,224,450,102,133,76,289,365,212,61,29,88,121,874
37,Keita Bates-Diop,TOT,SF,44,744,12.4,0.539,0.44,9.1,15.8,6.0,3.5,44,744,234,34,103,66,131,54,75,25,102,127,30,19,24,17,43,288
38,Keita Bates-Diop,TOT,SF,44,744,12.4,0.539,0.44,9.1,15.8,6.0,3.5,37,646,206,31,94,56,112,46,65,21,89,110,30,17,20,14,36,251
39,Keita Bates-Diop,TOT,SF,44,744,12.4,0.539,0.44,9.1,15.8,6.0,3.5,7,98,28,3,9,10,19,8,10,4,13,17,0,2,4,3,7,37
40,Keita Bates-Diop,TOT,SF,37,646,12.5,0.535,0.456,9.0,15.8,5.6,3.3,44,744,234,34,103,66,131,54,75,25,102,127,30,19,24,17,43,288
41,Keita Bates-Diop,TOT,SF,37,646,12.5,0.535,0.456,9.0,15.8,5.6,3.3,37,646,206,31,94,56,112,46,65,21,89,110,30,17,20,14,36,251
42,Keita Bates-Diop,TOT,SF,37,646,12.5,0.535,0.456,9.0,15.8,5.6,3.3,7,98,28,3,9,10,19,8,10,4,13,17,0,2,4,3,7,37
43,Keita Bates-Diop,TOT,SF,7,98,12.1,0.5710000000000001,0.321,9.7,15.7,8.5,4.6,44,744,234,34,103,66,131,54,75,25,102,127,30,19,24,17,43,288
44,Keita Bates-Diop,TOT,SF,7,98,12.1,0.5710000000000001,0.321,9.7,15.7,8.5,4.6,37,646,206,31,94,56,112,46,65,21,89,110,30,17,20,14,36,251
45,Keita Bates-Diop,TOT,SF,7,98,12.1,0.5710000000000001,0.321,9.7,15.7,8.5,4.6,7,98,28,3,9,10,19,8,10,4,13,17,0,2,4,3,7,37
46,Nicolas Batum,CHO,SF,22,505,9.2,0.46299999999999997,0.605,10.8,9.4,20.5,5.2,22,505,81,14,49,14,32,9,10,25,75,100,66,17,8,22,41,79
47,Aron Baynes,PHO,C,42,934,15.2,0.581,0.441,14.1,21.1,10.8,8.3,42,934,381,59,168,124,213,56,75,71,166,237,67,10,23,50,141,481
48,Kent Bazemore,TOT,SF-SG,68,1688,9.3,0.499,0.457,9.4,17.5,13.2,1.7,68,1688,534,84,244,116,290,113,147,27,267,294,93,74,40,91,196,597
49,Kent Bazemore,TOT,SF-SG,68,1688,9.3,0.499,0.457,9.4,17.5,13.2,1.7,43,1111,326,56,171,57,155,58,72,13,159,172,61,45,31,60,121,340
50,Kent Bazemore,TOT,SF-SG,68,1688,9.3,0.499,0.457,9.4,17.5,13.2,1.7,25,577,208,28,73,59,135,55,75,14,108,122,32,29,9,31,75,257
51,Kent Bazemore,TOT,SF-SG,43,1111,7.5,0.475,0.525,8.1,15.9,14.4,1.2,68,1688,534,84,244,116,290,113,147,27,267,294,93,74,40,91,196,597
52,Kent Bazemore,TOT,SF-SG,43,1111,7.5,0.475,0.525,8.1,15.9,14.4,1.2,43,1111,326,56,171,57,155,58,72,13,159,172,61,45,31,60,121,340
53,Kent Bazemore,TOT,SF-SG,43,1111,7.5,0.475,0.525,8.1,15.9,14.4,1.2,25,577,208,28,73,59,135,55,75,14,108,122,32,29,9,31,75,257
54,Kent Bazemore,TOT,SF-SG,25,577,12.6,0.5329999999999999,0.35100000000000003,11.9,20.4,11.4,2.7,68,1688,534,84,244,116,290,113,147,27,267,294,93,74,40,91,196,597
55,Kent Bazemore,TOT,SF-SG,25,577,12.6,0.5329999999999999,0.35100000000000003,11.9,20.4,11.4,2.7,43,1111,326,56,171,57,155,58,72,13,159,172,61,45,31,60,121,340
56,Kent Bazemore,TOT,SF-SG,25,577,12.6,0.5329999999999999,0.35100000000000003,11.9,20.4,11.4,2.7,25,577,208,28,73,59,135,55,75,14,108,122,32,29,9,31,75,257
57,Darius Bazley,OKC,PF,61,1130,9.6,0.49700000000000005,0.445,12.0,15.1,11.6,3.0,61,1130,317,49,141,76,176,43,62,30,216,246,41,23,41,45,55,342
58,Bradley Beal,WAS,SG,57,2053,23.2,0.579,0.369,6.4,34.4,11.4,2.7,57,2053,1303,170,481,423,822,385,457,52,190,242,347,71,23,194,126,1741
59,Malik Beasley,TOT,SG,55,1209,12.7,0.546,0.517,6.7,21.8,9.2,1.6,55,1209,534,107,276,120,258,54,66,18,130,148,75,40,8,57,77,615
60,Malik Beasley,TOT,SG,55,1209,12.7,0.546,0.517,6.7,21.8,9.2,1.6,41,746,301,58,161,59,140,33,38,9,68,77,48,31,6,36,50,325
61,Malik Beasley,TOT,SG,55,1209,12.7,0.546,0.517,6.7,21.8,9.2,1.6,14,463,233,49,115,61,118,21,28,9,62,71,27,9,2,21,27,290
62,Malik Beasley,TOT,SG,41,746,10.5,0.511,0.535,5.8,20.6,10.2,1.4,55,1209,534,107,276,120,258,54,66,18,130,148,75,40,8,57,77,615
63,Malik Beasley,TOT,SG,41,746,10.5,0.511,0.535,5.8,20.6,10.2,1.4,41,746,301,58,161,59,140,33,38,9,68,77,48,31,6,36,50,325
64,Malik Beasley,TOT,SG,41,746,10.5,0.511,0.535,5.8,20.6,10.2,1.4,14,463,233,49,115,61,118,21,28,9,62,71,27,9,2,21,27,290
65,Malik Beasley,TOT,SG,14,463,16.2,0.591,0.494,8.1,23.7,7.9,2.0,55,1209,534,107,276,120,258,54,66,18,130,148,75,40,8,57,77,615
66,Malik Beasley,TOT,SG,14,463,16.2,0.591,0.494,8.1,23.7,7.9,2.0,41,746,301,58,161,59,140,33,38,9,68,77,48,31,6,36,50,325
67,Malik Beasley,TOT,SG,14,463,16.2,0.591,0.494,8.1,23.7,7.9,2.0,14,463,233,49,115,61,118,21,28,9,62,71,27,9,2,21,27,290
68,Marco Belinelli,SAS,SG,57,883,10.8,0.532,0.5670000000000001,6.0,17.5,5.3,0.9,57,883,314,67,178,56,136,48,58,7,92,99,69,12,1,19,45,361
69,Jordan Bell,TOT,C-PF,29,256,13.9,0.5770000000000001,0.179,16.7,16.4,20.7,12.0,29,256,67,4,12,31,55,19,31,30,51,81,16,3,10,21,19,93
70,Jordan Bell,TOT,C-PF,29,256,13.9,0.5770000000000001,0.179,16.7,16.4,20.7,12.0,27,235,60,2,9,30,51,17,29,28,50,78,14,2,10,18,17,83
71,Jordan Bell,TOT,C-PF,29,256,13.9,0.5770000000000001,0.179,16.7,16.4,20.7,12.0,2,21,7,2,3,1,4,2,2,2,1,3,2,1,0,3,2,10
72,Jordan Bell,TOT,C-PF,27,235,14.1,0.57,0.15,17.5,15.9,19.8,12.1,29,256,67,4,12,31,55,19,31,30,51,81,16,3,10,21,19,93
73,Jordan Bell,TOT,C-PF,27,235,14.1,0.57,0.15,17.5,15.9,19.8,12.1,27,235,60,2,9,30,51,17,29,28,50,78,14,2,10,18,17,83
74,Jordan Bell,TOT,C-PF,27,235,14.1,0.57,0.15,17.5,15.9,19.8,12.1,2,21,7,2,3,1,4,2,2,2,1,3,2,1,0,3,2,10
75,Jordan Bell,TOT,C-PF,2,21,12.6,0.635,0.429,7.5,21.6,27.6,10.2,29,256,67,4,12,31,55,19,31,30,51,81,16,3,10,21,19,93
76,Jordan Bell,TOT,C-PF,2,21,12.6,0.635,0.429,7.5,21.6,27.6,10.2,27,235,60,2,9,30,51,17,29,28,50,78,14,2,10,18,17,83
77,Jordan Bell,TOT,C-PF,2,21,12.6,0.635,0.429,7.5,21.6,27.6,10.2,2,21,7,2,3,1,4,2,2,2,1,3,2,1,0,3,2,10
78,DeAndre' Bembry,ATL,SG,43,915,9.6,0.5,0.285,8.9,14.0,19.4,4.0,43,915,228,15,65,89,163,26,48,34,118,152,81,55,19,60,84,249
79,Dragan Bender,TOT,SF,16,286,10.9,0.545,0.467,13.5,17.7,17.6,5.9,16,286,92,15,43,26,49,10,14,16,57,73,28,4,9,21,42,107
80,Dragan Bender,TOT,SF,16,286,10.9,0.545,0.467,13.5,17.7,17.6,5.9,7,91,21,4,9,6,12,2,3,0,20,20,9,0,5,5,16,26
81,Dragan Bender,TOT,SF,16,286,10.9,0.545,0.467,13.5,17.7,17.6,5.9,9,195,71,11,34,20,37,8,11,16,37,53,19,4,4,16,26,81
82,Dragan Bender,TOT,SF,7,91,8.4,0.5820000000000001,0.429,10.9,12.4,18.3,0.0,16,286,92,15,43,26,49,10,14,16,57,73,28,4,9,21,42,107
83,Dragan Bender,TOT,SF,7,91,8.4,0.5820000000000001,0.429,10.9,12.4,18.3,0.0,7,91,21,4,9,6,12,2,3,0,20,20,9,0,5,5,16,26
84,Dragan Bender,TOT,SF,7,91,8.4,0.5820000000000001,0.429,10.9,12.4,18.3,0.0,9,195,71,11,34,20,37,8,11,16,37,53,19,4,4,16,26,81
85,Dragan Bender,TOT,SF,9,195,12.1,0.534,0.479,14.7,20.1,17.4,8.6,16,286,92,15,43,26,49,10,14,16,57,73,28,4,9,21,42,107
86,Dragan Bender,TOT,SF,9,195,12.1,0.534,0.479,14.7,20.1,17.4,8.6,7,91,21,4,9,6,12,2,3,0,20,20,9,0,5,5,16,26
87,Dragan Bender,TOT,SF,9,195,12.1,0.534,0.479,14.7,20.1,17.4,8.6,9,195,71,11,34,20,37,8,11,16,37,53,19,4,4,16,26,81
88,Davis Bertans,WAS,PF,54,1583,15.5,0.628,0.774,8.5,19.0,8.2,2.3,54,1583,610,200,472,65,138,104,122,35,210,245,92,37,33,59,139,834
89,Patrick Beverley,LAC,PG,51,1342,12.5,0.56,0.604,10.3,13.3,15.4,4.5,51,1342,341,80,206,67,135,31,47,57,209,266,183,54,25,66,156,405
90,Khem Birch,ORL,C,48,922,11.7,0.5660000000000001,0.006999999999999999,12.9,10.2,14.2,10.3,48,922,143,0,1,73,142,66,101,91,129,220,50,20,23,31,91,212
91,Goga Bitadze,IND,C,54,471,12.1,0.523,0.28,12.3,17.9,14.5,5.9,54,471,150,8,42,62,108,24,33,25,81,106,23,10,37,28,65,172
92,Bismack Biyombo,CHO,C,53,1029,16.1,0.57,0.0,16.3,16.8,12.2,12.3,53,1029,278,0,0,151,278,91,151,120,188,308,50,10,49,48,116,393
93,Nemanja Bjelica,SAC,PF,72,2011,15.7,0.602,0.49,12.8,17.0,12.5,6.1,72,2011,653,134,320,180,333,69,84,111,347,458,203,62,40,99,216,831
94,Eric Bledsoe,MIL,PG,61,1646,17.6,0.5710000000000001,0.306,8.5,23.7,15.7,2.8,61,1646,703,74,215,260,488,169,214,43,239,282,328,57,26,148,128,911
95,Bogdan Bogdanovic,SAC,SG,61,1766,15.1,0.565,0.5760000000000001,6.6,22.6,11.1,1.6,61,1766,766,164,441,173,325,86,116,26,181,207,207,64,15,102,133,924
96,Bojan Bogdanovic,UTA,SF,63,2083,15.6,0.603,0.489,6.8,25.5,13.1,2.1,63,2083,935,189,457,229,478,250,277,39,220,259,131,34,7,159,110,1275
97,Bol Bol,DEN,SF,7,87,14.4,0.617,0.321,12.2,21.2,23.6,6.4,7,87,28,4,9,10,19,8,10,5,14,19,6,2,6,10,11,40
98,Jonah Bolden,TOT,PF,7,47,4.9,0.392,0.364,10.6,13.4,13.6,7.0,7,47,11,0,4,4,7,2,4,3,6,9,0,3,2,2,10,10
99,Jonah Bolden,TOT,PF,7,47,4.9,0.392,0.364,10.6,13.4,13.6,7.0,4,14,3,0,1,2,2,0,2,0,1,1,0,1,0,2,4,4
100,Jonah Bolden,TOT,PF,7,47,4.9,0.392,0.364,10.6,13.4,13.6,7.0,3,33,8,0,3,2,5,2,2,3,5,8,0,2,2,0,6,6
101,Jonah Bolden,TOT,PF,4,14,-2.0,0.515,0.33299999999999996,3.9,18.1,34.0,0.0,7,47,11,0,4,4,7,2,4,3,6,9,0,3,2,2,10,10
102,Jonah Bolden,TOT,PF,4,14,-2.0,0.515,0.33299999999999996,3.9,18.1,34.0,0.0,4,14,3,0,1,2,2,0,2,0,1,1,0,1,0,2,4,4
103,Jonah Bolden,TOT,PF,4,14,-2.0,0.515,0.33299999999999996,3.9,18.1,34.0,0.0,3,33,8,0,3,2,5,2,2,3,5,8,0,2,2,0,6,6
104,Jonah Bolden,TOT,PF,3,33,7.9,0.33799999999999997,0.375,13.5,11.4,0.0,10.0,7,47,11,0,4,4,7,2,4,3,6,9,0,3,2,2,10,10
105,Jonah Bolden,TOT,PF,3,33,7.9,0.33799999999999997,0.375,13.5,11.4,0.0,10.0,4,14,3,0,1,2,2,0,2,0,1,1,0,1,0,2,4,4
106,Jonah Bolden,TOT,PF,3,33,7.9,0.33799999999999997,0.375,13.5,11.4,0.0,10.0,3,33,8,0,3,2,5,2,2,3,5,8,0,2,2,0,6,6
107,Marques Bolden,CLE,C,1,3,19.8,,,37.0,0.0,,0.0,1,3,0,0,0,0,0,0,0,0,2,2,0,1,0,0,1,0
108,Jordan Bone,DET,PG,10,53,0.8,0.3,0.5,4.3,18.1,9.1,0.0,10,53,20,2,10,3,10,0,0,0,4,4,8,1,0,2,6,12
109,Isaac Bonga,WAS,SF,66,1250,10.2,0.608,0.303,9.7,11.0,17.6,6.0,66,1250,234,25,71,93,163,69,85,71,151,222,76,45,22,58,156,330
110,Devin Booker,PHO,SG,70,2512,20.6,0.618,0.31,6.6,30.0,14.9,1.3,70,2512,1283,141,398,486,885,468,509,29,268,297,456,49,18,264,213,1863
111,Chris Boucher,TOR,PF,62,819,20.7,0.5870000000000001,0.395,17.9,19.7,7.4,14.1,62,819,299,38,118,103,181,91,116,107,170,277,26,22,61,28,114,411
112,Brian Bowen,IND,SG,6,31,0.1,0.3,0.2,12.4,15.6,9.1,3.6,6,31,10,0,2,3,8,0,0,1,6,7,0,0,1,1,3,6
113,Ky Bowman,GSW,PG,45,1015,9.1,0.494,0.33299999999999996,6.5,17.2,17.1,2.5,45,1015,321,33,107,101,214,34,41,24,97,121,131,44,10,70,102,335
114,Avery Bradley,LAL,SG,49,1186,8.9,0.537,0.452,5.3,15.7,10.7,1.7,49,1186,383,63,173,107,210,20,24,18,97,115,63,43,5,47,110,423
115,Tony Bradley,UTA,C,58,663,21.7,0.6809999999999999,0.016,22.2,15.8,12.5,19.1,58,663,189,3,3,123,186,30,46,111,156,267,23,14,33,30,115,285
116,Jarrell Brantley,UTA,PF,9,96,8.0,0.41600000000000004,0.46399999999999997,11.5,16.3,19.5,2.4,9,96,28,3,13,7,15,1,2,2,18,20,11,3,5,7,7,24
117,Ignas Brazdeikis,NYK,SF,9,53,3.2,0.35100000000000003,0.409,5.0,21.0,7.6,3.9,9,53,22,1,9,5,13,4,5,2,3,5,4,0,1,2,3,17
118,Corey Brewer,SAC,SG,5,33,8.7,0.47,0.25,13.6,9.6,27.3,6.7,5,33,4,0,1,2,3,1,3,2,6,8,2,4,0,2,7,5
119,Mikal Bridges,PHO,SF,73,2042,12.9,0.62,0.401,7.9,12.7,12.0,3.5,73,2042,484,70,194,177,290,103,122,66,226,292,129,102,46,73,163,667
120,Miles Bridges,CHO,SF,65,1995,12.1,0.52,0.39799999999999996,9.9,20.0,10.5,4.6,65,1995,753,99,300,220,453,106,131,88,274,362,114,40,48,95,132,843
121,Oshae Brissett,TOR,SF,19,135,6.7,0.45799999999999996,0.41700000000000004,10.2,15.0,14.8,7.2,19,135,36,3,15,10,21,8,10,9,17,26,7,4,1,7,18,37
122,Ryan Broekhoff,DAL,SG,17,180,13.1,0.568,0.8640000000000001,12.5,16.3,8.8,3.0,17,180,59,20,51,2,8,7,8,5,38,43,11,5,4,6,15,71
123,Malcolm Brogdon,IND,PG,54,1666,17.7,0.541,0.309,8.6,25.2,13.7,3.1,54,1666,744,75,230,251,514,166,186,46,216,262,381,35,10,131,98,893
124,Dillon Brooks,MEM,SG,73,2112,11.3,0.51,0.385,6.1,25.2,9.7,3.5,73,2112,1068,147,411,288,657,164,203,68,175,243,150,63,27,124,278,1181
125,Bruce Brown,DET,SG,58,1634,11.9,0.518,0.215,9.5,16.0,16.7,4.2,58,1634,447,33,96,165,351,88,119,61,213,274,230,63,29,100,162,517
126,Charlie Brown,ATL,SG,10,40,11.0,0.47200000000000003,0.474,5.4,25.1,12.4,5.3,10,40,19,3,9,3,10,5,5,2,2,4,2,2,2,3,3,20
127,Jaylen Brown,BOS,SF,57,1934,16.9,0.583,0.381,10.1,24.7,11.2,3.5,57,1934,887,129,338,298,549,176,243,62,302,364,118,65,20,125,167,1159
128,Moses Brown,POR,C,9,33,6.7,0.40700000000000003,0.0,22.2,21.2,18.2,9.6,9,33,10,0,0,4,10,3,8,3,11,14,1,1,1,3,7,11
129,Sterling Brown,MIL,SF,52,767,9.5,0.486,0.531,11.8,17.0,13.3,4.3,52,767,256,44,136,51,120,32,40,31,152,183,51,29,7,42,54,266
130,Troy Brown Jr.,WAS,SG,69,1782,13.7,0.524,0.28800000000000003,11.7,17.8,10.4,4.5,69,1782,622,61,179,212,443,109,139,76,307,383,178,85,7,79,132,716
131,Jalen Brunson,DAL,PG,57,1022,14.9,0.5529999999999999,0.309,6.9,20.4,13.6,2.3,57,1022,388,43,120,138,268,61,75,22,112,134,188,22,4,66,74,466
132,Thomas Bryant,WAS,C,46,1147,21.1,0.649,0.218,15.8,18.9,10.2,9.0,46,1147,418,37,91,206,327,86,116,98,233,331,83,25,49,53,103,609
133,Reggie Bullock,NYK,SG,29,684,9.3,0.502,0.496,5.3,15.6,7.5,2.0,29,684,224,37,111,53,113,17,21,13,55,68,42,25,3,19,56,234
134,Trey Burke,TOT,PG,33,520,15.6,0.5479999999999999,0.359,5.2,20.0,8.7,3.4,33,520,209,32,75,62,134,23,29,16,34,50,83,16,2,21,33,243
135,Trey Burke,TOT,PG,33,520,15.6,0.5479999999999999,0.359,5.2,20.0,8.7,3.4,25,329,127,16,38,43,89,13,18,15,20,35,53,7,1,12,21,147
136,Trey Burke,TOT,PG,33,520,15.6,0.5479999999999999,0.359,5.2,20.0,8.7,3.4,8,191,82,16,37,19,45,10,11,1,14,15,30,9,1,9,12,96
137,Trey Burke,TOT,PG,25,329,15.4,0.545,0.299,5.9,19.2,8.2,5.0,33,520,209,32,75,62,134,23,29,16,34,50,83,16,2,21,33,243
138,Trey Burke,TOT,PG,25,329,15.4,0.545,0.299,5.9,19.2,8.2,5.0,25,329,127,16,38,43,89,13,18,15,20,35,53,7,1,12,21,147
139,Trey Burke,TOT,PG,25,329,15.4,0.545,0.299,5.9,19.2,8.2,5.0,8,191,82,16,37,19,45,10,11,1,14,15,30,9,1,9,12,96
140,Trey Burke,TOT,PG,8,191,16.0,0.5529999999999999,0.451,4.1,21.4,9.4,0.6,33,520,209,32,75,62,134,23,29,16,34,50,83,16,2,21,33,243
141,Trey Burke,TOT,PG,8,191,16.0,0.5529999999999999,0.451,4.1,21.4,9.4,0.6,25,329,127,16,38,43,89,13,18,15,20,35,53,7,1,12,21,147
142,Trey Burke,TOT,PG,8,191,16.0,0.5529999999999999,0.451,4.1,21.4,9.4,0.6,8,191,82,16,37,19,45,10,11,1,14,15,30,9,1,9,12,96
143,Alec Burks,TOT,SG,66,1754,16.7,0.561,0.392,8.7,23.8,9.3,2.9,66,1754,768,116,301,205,467,235,265,48,234,282,189,62,17,91,128,993
144,Alec Burks,TOT,SG,66,1754,16.7,0.561,0.392,8.7,23.8,9.3,2.9,48,1390,601,84,224,160,377,201,224,37,189,226,151,50,17,76,107,773
145,Alec Burks,TOT,SG,66,1754,16.7,0.561,0.392,8.7,23.8,9.3,2.9,18,364,167,32,77,45,90,34,41,11,45,56,38,12,0,15,21,220
146,Alec Burks,TOT,SG,48,1390,16.1,0.552,0.373,8.8,23.8,9.8,2.8,66,1754,768,116,301,205,467,235,265,48,234,282,189,62,17,91,128,993
147,Alec Burks,TOT,SG,48,1390,16.1,0.552,0.373,8.8,23.8,9.8,2.8,48,1390,601,84,224,160,377,201,224,37,189,226,151,50,17,76,107,773
148,Alec Burks,TOT,SG,48,1390,16.1,0.552,0.373,8.8,23.8,9.8,2.8,18,364,167,32,77,45,90,34,41,11,45,56,38,12,0,15,21,220
149,Alec Burks,TOT,SG,18,364,19.0,0.594,0.461,8.5,23.7,7.5,3.3,66,1754,768,116,301,205,467,235,265,48,234,282,189,62,17,91,128,993
150,Alec Burks,TOT,SG,18,364,19.0,0.594,0.461,8.5,23.7,7.5,3.3,48,1390,601,84,224,160,377,201,224,37,189,226,151,50,17,76,107,773
151,Alec Burks,TOT,SG,18,364,19.0,0.594,0.461,8.5,23.7,7.5,3.3,18,364,167,32,77,45,90,34,41,11,45,56,38,12,0,15,21,220
152,Deonte Burton,OKC,SG,39,356,4.3,0.396,0.424,8.8,18.5,12.7,2.2,39,356,125,10,53,33,72,8,14,7,50,57,17,7,10,19,34,104
153,Jimmy Butler,MIA,SF,58,1959,23.6,0.585,0.157,11.0,25.1,11.4,6.3,58,1959,758,29,119,316,639,438,525,106,280,386,350,103,32,127,81,1157
154,Bruno Caboclo,TOT,C,30,244,14.1,0.484,0.371,12.9,18.0,12.3,10.0,30,244,89,6,33,32,56,8,9,23,37,60,12,15,17,13,31,90
155,Bruno Caboclo,TOT,C,30,244,14.1,0.484,0.371,12.9,18.0,12.3,10.0,22,192,69,4,25,24,44,2,3,17,27,44,10,10,12,7,23,62
