,Player,final_team,Pos,G,MP,PER,TS%,3PAr,TRB%,USG%,OWS,DWS,Height,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
261,Otto Porter,CHI,SF,0.6734006734006734,0.7933618843683081,0.4716897012929114,0.5384615384615384,0.5,0.3176416819012798,0.28854961832061066,0.4573820395738204,0.48015122873345933,0.5789473684210523,0.43,0.4,0.42,0.37,0.37,0.14,0.13,0.25,0.36,0.32,0.14,0.62,0.17,0.12,0.2,0.38
262,Bobby Portis,NYK,C,0.7171717171717171,0.4204139900071377,0.44583147570218457,0.3076923076923078,0.3205128205128205,0.5493601462522852,0.4858778625954199,0.23363774733637752,0.23629489603024575,0.6842105263157894,0.65,0.32,0.37,0.59,0.64,0.18,0.2,0.55,0.57,0.57,0.14,0.29,0.14,0.33,0.35,0.48
263,Kristaps Porzingis,DAL,PF,0.47474747474747475,0.8044254104211277,0.5711101203744984,0.3461538461538463,0.41025641025641024,0.44378427787934194,0.6370229007633589,0.31050228310502287,0.4725897920604915,0.9473684210526312,0.75,0.4,0.5,0.57,0.66,0.42,0.44,0.35,0.52,0.46,0.09,0.24,0.64,0.35,0.45,0.61
264,Dwight Powell,DAL,C,0.8080808080808081,0.39257673090649525,0.5448060633080695,0.6923076923076924,0.23076923076923075,0.46572212065813534,0.2572519083969465,0.4337899543378996,0.3440453686200378,0.6842105263157894,0.26,0.12,0.16,0.49,0.39,0.34,0.38,0.51,0.45,0.48,0.11,0.48,0.25,0.19,0.51,0.35
265,Norman Powell,TOR,SG,0.6902356902356902,0.360813704496788,0.313865358894338,0.4230769230769233,0.5384615384615384,0.1604204753199269,0.384351145038168,0.22907153729071542,0.2892249527410208,0.31578947368421056,0.48,0.38,0.49,0.36,0.38,0.25,0.25,0.08,0.24,0.17,0.19,0.48,0.11,0.33,0.33,0.42
266,Julius Randle,NYK,PF,0.9158249158249159,0.7334047109207706,0.5242978154257691,0.3846153846153848,0.14102564102564102,0.5946069469835467,0.567175572519084,0.32572298325722987,0.389413988657845,0.5789473684210523,0.61,0.1,0.16,0.73,0.75,0.45,0.54,0.49,0.67,0.62,0.29,0.29,0.17,0.6,0.49,0.55
267,JJ Redick,NOP,SG,0.8653198653198653,0.7223411848679514,0.4373606776638431,0.6538461538461539,0.7051282051282052,0.035648994515539295,0.46259541984732827,0.4901065449010655,0.2684310018903592,0.31578947368421056,0.59,0.7,0.7,0.26,0.31,0.35,0.31,0.0,0.11,0.06,0.2,0.14,0.03,0.26,0.14,0.57
268,Josh Richardson,PHI,SG,0.7138047138047138,0.7872947894361171,0.2955862683905484,0.3461538461538463,0.5256410256410255,0.09963436928702012,0.3290076335877863,0.27549467275494677,0.45746691871455575,0.4210526315789476,0.43,0.38,0.45,0.29,0.35,0.19,0.19,0.12,0.14,0.12,0.28,0.48,0.22,0.3,0.29,0.34
269,Austin Rivers,HOU,SG,0.8215488215488216,0.6399000713775873,0.20552831029870708,0.3076923076923078,0.6025641025641025,0.052102376599634376,0.3183206106870229,0.23059360730593612,0.21550094517958415,0.31578947368421056,0.42,0.4,0.5,0.26,0.3,0.17,0.2,0.04,0.11,0.06,0.26,0.38,0.08,0.26,0.33,0.33
270,Andre Roberson,OKC,SG,0.31313131313131315,0.6159885795860098,0.17788675880517166,0.3076923076923078,0.4615384615384615,0.2755941499085924,0.0,0.2549467275494673,0.41398865784499056,0.5263157894736841,0.08,0.14,0.21,0.18,0.15,0.05,0.09,0.31,0.27,0.28,0.06,0.52,0.31,0.07,0.35,0.06
271,Glenn Robinson,PHI,SF,0.48484848484848486,0.3686652391149179,0.24297815425769065,0.3461538461538463,0.4358974358974359,0.2020109689213894,0.19122137404580153,0.21917808219178084,0.1550094517958412,0.4736842105263159,0.31,0.26,0.3,0.29,0.32,0.14,0.13,0.22,0.24,0.22,0.08,0.38,0.11,0.09,0.1,0.25
272,Mitchell Robinson,NYK,C,0.08417508417508418,0.47037830121341884,0.7485510477039679,1.0,0.0,0.5813528336380257,0.11526717557251907,0.49315068493150693,0.41587901701323254,0.7894736842105264,0.18,0.0,0.0,0.6,0.42,0.2,0.3,0.9,0.47,0.62,0.03,0.48,1.0,0.12,0.76,0.32
273,Rajon Rondo,LAL,PG,0.6666666666666666,0.6952177016416843,0.37494427106553724,0.1538461538461538,0.358974358974359,0.2554844606946984,0.31564885496183204,0.22526636225266364,0.39319470699432896,0.21052631578947353,0.35,0.2,0.27,0.32,0.4,0.06,0.08,0.16,0.35,0.28,1.0,0.71,0.03,0.7,0.24,0.22
274,Derrick Rose,DET,PG,0.5185185185185185,0.707351891506067,0.48506464556397677,0.26923076923076933,0.1794871794871795,0.09414990859232177,0.6828244274809161,0.2549467275494673,0.14366729678638943,0.26315789473684237,0.8,0.16,0.23,0.82,0.91,0.34,0.32,0.14,0.14,0.12,0.51,0.24,0.08,0.53,0.0,0.6
275,Terrence Ross,ORL,SG,0.7508417508417509,0.6070663811563167,0.347748551047704,0.3846153846153848,0.7051282051282052,0.13117001828153568,0.4259541984732825,0.26484018264840187,0.3459357277882798,0.4736842105263159,0.58,0.58,0.7,0.26,0.3,0.17,0.15,0.04,0.22,0.14,0.1,0.52,0.17,0.19,0.16,0.45
276,Terry Rozier,CHO,PG,0.7845117845117845,0.5007137758743754,0.2893446277307178,0.1538461538461538,0.5769230769230769,0.263254113345521,0.3774809160305344,0.2382039573820396,0.3799621928166351,0.21052631578947353,0.52,0.48,0.57,0.24,0.35,0.18,0.18,0.16,0.33,0.26,0.37,0.48,0.08,0.28,0.14,0.37
277,Ricky Rubio,PHO,PG,0.8720538720538721,0.7748037116345466,0.45296477931341955,0.3076923076923078,0.41025641025641024,0.20018281535649,0.401145038167939,0.3652968036529681,0.4933837429111531,0.31578947368421056,0.38,0.24,0.32,0.29,0.38,0.39,0.37,0.1,0.27,0.2,0.86,0.81,0.03,0.6,0.33,0.33
278,D'Angelo Russell,MIN,PG,0.7239057239057239,0.7273376159885796,0.4618814088274632,0.26923076923076933,0.5512820512820512,0.15219378427787938,0.7248091603053435,0.19939117199391174,0.2514177693761815,0.3684210526315788,0.84,0.6,0.71,0.5,0.58,0.27,0.3,0.1,0.22,0.17,0.61,0.52,0.06,0.72,0.2,0.63
279,Domantas Sabonis,IND,PF,0.6363636363636364,0.6034975017844395,0.4645563976816764,0.4230769230769233,0.16666666666666666,0.6028336380255942,0.42709923664122146,0.33637747336377477,0.5141776937618148,0.7368421052631576,0.46,0.08,0.12,0.65,0.64,0.32,0.36,0.51,0.67,0.63,0.31,0.24,0.17,0.51,0.53,0.44
280,JaKarr Sampson,IND,SF,0.10437710437710437,0.255174875089222,0.2144449398127508,0.3846153846153848,0.21794871794871795,0.303473491773309,0.21832061068702294,0.16286149162861494,0.09640831758034027,0.5263157894736841,0.27,0.1,0.16,0.4,0.4,0.2,0.26,0.27,0.34,0.31,0.07,0.29,0.31,0.26,0.63,0.25
281,Dario Saric,PHO,PF,0.6868686868686869,0.6352605281941469,0.35978600089166296,0.4230769230769233,0.5512820512820512,0.4227605118829982,0.4099236641221374,0.2838660578386606,0.3648393194706995,0.6842105263157894,0.51,0.4,0.5,0.35,0.38,0.26,0.25,0.39,0.46,0.43,0.23,0.24,0.08,0.42,0.31,0.42
282,Tomas Satoransky,CHI,PG,0.5824915824915825,0.5224839400428265,0.3205528310298707,0.4230769230769233,0.3846153846153846,0.1713893967093236,0.1729007633587786,0.3523592085235921,0.22873345935727793,0.5263157894736841,0.22,0.22,0.24,0.26,0.28,0.18,0.17,0.24,0.18,0.19,0.58,0.52,0.06,0.35,0.27,0.22
283,Dennis Schroder,OKC,PG,0.9023569023569024,0.7037830121341897,0.429781542576906,0.3076923076923078,0.37179487179487175,0.12065813528336382,0.6851145038167938,0.22831050228310504,0.40453686200378075,0.21052631578947353,0.77,0.36,0.44,0.62,0.72,0.34,0.33,0.08,0.18,0.14,0.58,0.38,0.08,0.65,0.25,0.59
284,Mike Scott,PHI,PF,0.7205387205387206,0.29550321199143464,0.25144895229603215,0.3846153846153848,0.6153846153846153,0.3167276051188301,0.2603053435114504,0.24048706240487067,0.20793950850661627,0.5263157894736841,0.39,0.42,0.48,0.26,0.28,0.09,0.09,0.25,0.37,0.32,0.12,0.14,0.11,0.19,0.39,0.31
285,Thabo Sefolosha,HOU,PF,0.5521885521885522,0.3897216274089935,0.28176549264378065,0.4230769230769233,0.5128205128205129,0.31809872029250463,0.12519083969465647,0.2123287671232877,0.41209829867674863,0.4736842105263159,0.19,0.22,0.27,0.22,0.23,0.11,0.12,0.18,0.41,0.32,0.13,0.81,0.19,0.19,0.2,0.18
286,Collin Sexton,CLE,SG,0.15151515151515152,0.8440399714489649,0.35532768613464116,0.3461538461538463,0.30769230769230765,0.07312614259597806,0.6267175572519084,0.22602739726027402,0.0,0.21052631578947353,0.74,0.34,0.36,0.64,0.74,0.34,0.34,0.14,0.1,0.08,0.27,0.24,0.03,0.49,0.22,0.58
287,Landry Shamet,LAC,SG,0.10101010101010101,0.5710206995003567,0.17833259028087384,0.5384615384615384,0.9358974358974358,0.01096892138939672,0.1793893129770992,0.27168949771689505,0.15879017013232513,0.3684210526315788,0.31,0.62,0.66,0.02,0.05,0.15,0.13,0.02,0.08,0.03,0.16,0.14,0.08,0.12,0.35,0.29
288,Iman Shumpert,BRK,SG,0.3939393939393939,0.5471092077087794,0.11145786892554614,0.1923076923076923,0.6923076923076923,0.1640767824497258,0.1583969465648855,0.17732115677321159,0.2381852551984877,0.4210526315789476,0.24,0.32,0.44,0.11,0.15,0.08,0.08,0.12,0.23,0.17,0.18,0.52,0.11,0.23,0.31,0.16
289,Pascal Siakam,TOR,PF,0.5858585858585859,0.6216987865810135,0.4427106553722693,0.4615384615384614,0.28205128205128205,0.3752285191956125,0.3702290076335878,0.36834094368340947,0.5482041587901701,0.6315789473684211,0.52,0.24,0.31,0.57,0.54,0.28,0.3,0.29,0.45,0.39,0.26,0.38,0.28,0.37,0.39,0.47
290,Ben Simmons,PHI,PG,0.3872053872053872,0.9164882226980727,0.6321890325456977,0.4999999999999999,0.01282051282051282,0.43464351005484464,0.46564885496183206,0.482496194824962,0.773156899810964,0.6842105263157894,0.44,0.0,0.01,0.74,0.7,0.31,0.45,0.37,0.5,0.46,0.79,0.71,0.22,0.74,0.29,0.45
291,Marcus Smart,BOS,SG,0.7811447811447811,0.7384011420413988,0.28221132411948285,0.2307692307692308,0.6666666666666666,0.1444241316270567,0.30496183206106864,0.23135464231354644,0.5349716446124764,0.31578947368421056,0.36,0.36,0.5,0.15,0.23,0.25,0.25,0.18,0.17,0.16,0.47,0.81,0.14,0.4,0.35,0.27
292,Dennis Smith,NYK,PG,0.18181818181818182,0.6277658815132047,0.24609897458760588,0.07692307692307679,0.3974358974358974,0.1416819012797075,0.6324427480916031,0.03957382039573821,0.224952741020794,0.26315789473684237,0.69,0.32,0.47,0.48,0.62,0.23,0.3,0.16,0.18,0.16,0.57,0.57,0.11,0.72,0.31,0.45
293,Ish Smith,WAS,PG,0.8821548821548821,0.6006423982869378,0.37494427106553724,0.1538461538461538,0.23076923076923075,0.14259597806215726,0.42748091603053434,0.23744292237442927,0.27788279773156904,0.15789473684210528,0.56,0.16,0.23,0.55,0.64,0.15,0.15,0.08,0.22,0.16,0.66,0.38,0.11,0.37,0.2,0.36
294,JR Smith,LAL,SG,0.38047138047138046,0.7027123483226265,0.16139099420419087,0.26923076923076933,0.8205128205128205,0.08455210237659964,0.23129770992366414,0.25875190258751907,0.2816635160680529,0.4736842105263159,0.36,0.54,0.62,0.09,0.14,0.03,0.03,0.06,0.14,0.09,0.15,0.38,0.08,0.12,0.27,0.25
295,Tony Snell,DET,SF,0.8417508417508418,0.5667380442541041,0.13909942041908163,0.4615384615384614,0.7692307692307692,0.09689213893967097,0.09389312977099233,0.26788432267884327,0.2173913043478261,0.4736842105263159,0.19,0.42,0.44,0.06,0.09,0.05,0.03,0.02,0.17,0.1,0.12,0.19,0.11,0.09,0.16,0.17
296,Jayson Tatum,BOS,PF,0.41414141414141414,0.8265524625267664,0.4814979937583594,0.4615384615384614,0.41025641025641024,0.2979890310786107,0.5122137404580153,0.3554033485540335,0.7183364839319472,0.5789473684210523,0.63,0.4,0.44,0.5,0.56,0.34,0.35,0.14,0.42,0.32,0.19,0.52,0.25,0.33,0.2,0.54
297,Jeff Teague,ATL,PG,0.7744107744107744,0.7608850820842255,0.4913062862238074,0.3846153846153848,0.34615384615384615,0.09277879341864716,0.4717557251908397,0.40334855403348563,0.3440453686200378,0.31578947368421056,0.47,0.26,0.3,0.41,0.5,0.43,0.42,0.06,0.16,0.1,0.77,0.52,0.11,0.58,0.22,0.43
298,Garrett Temple,BRK,SG,0.8249158249158249,0.6234832262669521,0.17432010699955416,0.3076923076923078,0.6794871794871795,0.11425959780621575,0.1935114503816794,0.2062404870624049,0.27599243856332706,0.4210526315789476,0.28,0.38,0.47,0.12,0.17,0.12,0.13,0.08,0.17,0.12,0.22,0.52,0.17,0.21,0.35,0.21
299,Daniel Theis,BOS,C,0.30976430976430974,0.3187009279086366,0.4939812750780206,0.6538461538461539,0.30769230769230765,0.5050274223034735,0.21259541984732827,0.36073059360730597,0.38374291115311904,0.5789473684210523,0.27,0.16,0.19,0.45,0.36,0.22,0.23,0.61,0.47,0.53,0.19,0.33,0.5,0.21,0.84,0.31
300,Isaiah Thomas,WAS,PG,0.4713804713804714,0.7501784439685939,0.6063308069549711,0.4230769230769233,0.5256410256410255,0.042504570383912255,0.7767175572519085,0.6050228310502284,0.27599243856332706,0.0,0.84,0.56,0.66,0.55,0.62,0.68,0.66,0.08,0.09,0.06,0.59,0.33,0.03,0.63,0.2,0.78
301,Lance Thomas,BRK,SF,0.43434343434343436,0.3890078515346181,0.07846633972358452,0.26923076923076933,0.5,0.1581352833638026,0.1377862595419847,0.19482496194824964,0.1058601134215501,0.5789473684210523,0.21,0.26,0.29,0.16,0.23,0.17,0.14,0.18,0.19,0.17,0.06,0.19,0.06,0.19,0.37,0.17
302,Tristan Thompson,CLE,C,0.7104377104377104,0.671306209850107,0.44315648684797143,0.4999999999999999,0.01282051282051282,0.6759597806215722,0.15725190839694653,0.439117199391172,0.3534971644612477,0.6315789473684211,0.19,0.0,0.01,0.45,0.42,0.19,0.28,0.84,0.56,0.67,0.09,0.19,0.25,0.19,0.29,0.22
303,Sindarius Thornwell,NOP,SG,0.12457912457912458,0.0774446823697359,0.04369148461881411,0.1923076923076923,0.358974358974359,0.1613345521023766,0.08206106870229009,0.15296803652968038,0.1342155009451796,0.3684210526315788,0.09,0.14,0.17,0.15,0.2,0.19,0.24,0.16,0.21,0.18,0.13,0.67,0.19,0.28,0.51,0.11
304,Anthony Tolliver,MEM,PF,0.7878787878787878,0.38436830835117775,0.19572001783325907,0.4999999999999999,1.0,0.24040219378427788,0.12786259541984732,0.28462709284627097,0.19092627599243855,0.5789473684210523,0.21,0.52,0.6,0.0,0.0,0.14,0.13,0.18,0.3,0.26,0.1,0.19,0.17,0.14,0.27,0.22
305,Karl-Anthony Towns,MIN,C,0.8619528619528619,0.9182726623840115,0.8519839500668747,0.6538461538461539,0.28205128205128205,0.7216636197440586,0.634351145038168,0.7587519025875191,0.5633270321361058,0.7368421052631576,0.7,0.3,0.33,0.79,0.74,0.45,0.46,0.59,0.73,0.7,0.23,0.24,0.44,0.49,0.41,0.71
306,PJ Tucker,HOU,PF,1.0,0.793718772305496,0.15693267944716896,0.3076923076923078,0.7435897435897435,0.3272394881170019,0.034351145038167955,0.26484018264840187,0.45368620037807184,0.4210526315789476,0.11,0.3,0.36,0.04,0.07,0.07,0.06,0.29,0.36,0.34,0.09,0.57,0.14,0.16,0.33,0.09
307,Evan Turner,ATL,PG,0.7239057239057239,0.5717344753747324,0.2420864913062862,0.1923076923076923,0.20512820512820512,0.2362888482632541,0.2851145038167939,0.19558599695586001,0.3761814744801512,0.4736842105263159,0.34,0.08,0.15,0.41,0.48,0.18,0.17,0.1,0.34,0.26,0.42,0.33,0.11,0.42,0.22,0.24
308,Myles Turner,IND,C,0.8080808080808081,0.7023554603854388,0.48551047703967903,0.4230769230769233,0.2692307692307692,0.4355575868372944,0.3816793893129771,0.3264840182648402,0.6370510396975425,0.7368421052631576,0.45,0.2,0.23,0.51,0.52,0.28,0.31,0.31,0.5,0.44,0.08,0.29,0.75,0.28,0.43,0.41
309,Jonas Valanciunas,MEM,C,0.7878787878787878,0.5713775874375445,0.7235844850646456,0.6538461538461539,0.08974358974358974,0.8071297989031079,0.47633587786259546,0.4703196347031964,0.502835538752363,0.7368421052631576,0.52,0.06,0.08,0.81,0.73,0.36,0.39,0.73,0.81,0.8,0.09,0.14,0.42,0.42,0.49,0.54
310,Denzel Valentine,CHI,SF,0.22895622895622897,0.4386152748037116,0.21176995095853768,0.2307692307692308,0.7692307692307692,0.25639853747714814,0.3190839694656488,0.17960426179604266,0.24196597353497165,0.3684210526315788,0.44,0.52,0.63,0.16,0.22,0.02,0.03,0.1,0.39,0.28,0.3,0.43,0.06,0.28,0.37,0.29
311,Fred VanVleet,TOR,PG,0.43434343434343436,0.5413990007137758,0.38296923762817653,0.3076923076923078,0.5769230769230769,0.12477148080438757,0.38015267175572526,0.3264840182648402,0.3913043478260869,0.21052631578947353,0.49,0.48,0.56,0.24,0.33,0.24,0.23,0.06,0.19,0.12,0.57,0.57,0.14,0.35,0.25,0.39
312,Noah Vonleh,DEN,C-PF,0.7003367003367004,0.314418272662384,0.2634864021399911,0.3076923076923078,0.23076923076923075,0.5900365630712981,0.15458015267175576,0.20243531202435314,0.223062381852552,0.6842105263157894,0.19,0.12,0.17,0.3,0.32,0.18,0.21,0.53,0.63,0.61,0.09,0.24,0.22,0.26,0.49,0.18
313,Nikola Vucevic,ORL,C,0.797979797979798,0.7851534618129906,0.6990637539010254,0.3461538461538463,0.1923076923076923,0.6782449725776967,0.6354961832061068,0.37671232876712335,0.6181474480151229,0.7368421052631576,0.8,0.18,0.24,0.88,0.9,0.2,0.22,0.51,0.77,0.7,0.33,0.38,0.33,0.37,0.25,0.6
314,Dion Waiters,LAL,SG,0.3569023569023569,0.6862955032119913,0.2358448506464557,0.1923076923076923,0.5256410256410255,0.08729433272394885,0.4622137404580153,0.16514459665144599,0.27599243856332706,0.31578947368421056,0.57,0.44,0.51,0.35,0.44,0.17,0.2,0.04,0.16,0.1,0.31,0.43,0.11,0.42,0.22,0.39
315,Kemba Walker,BOS,PG,0.9292929292929293,0.9154175588865094,0.6691930450289791,0.4230769230769233,0.5512820512820512,0.12477148080438757,0.716793893129771,0.5958904109589042,0.46502835538752363,0.15789473684210528,0.82,0.6,0.7,0.49,0.57,0.48,0.48,0.08,0.2,0.14,0.52,0.48,0.11,0.42,0.04,0.71
316,Tyrone Wallace,ATL,SG,0.013468013468013467,0.2430406852248394,0.06865804725813643,0.038461538461538505,0.1794871794871795,0.1983546617915905,0.30877862595419847,0.12557077625570778,0.10964083175803402,0.4210526315789476,0.35,0.04,0.14,0.41,0.5,0.23,0.27,0.14,0.23,0.21,0.22,0.43,0.14,0.37,0.49,0.24
317,Taurean Prince,BRK,SF,0.05723905723905724,0.713775874375446,0.19884083816317435,0.3076923076923078,0.717948717948718,0.2408592321755028,0.3938931297709924,0.11872146118721463,0.31379962192816635,0.5263157894736841,0.54,0.58,0.69,0.22,0.28,0.17,0.15,0.12,0.38,0.28,0.19,0.38,0.14,0.44,0.33,0.4
318,Brad Wanamaker,BOS,PG,0.016835016835016835,0.2623126338329764,0.3285777975925101,0.4999999999999999,0.3974358974358974,0.10694698354661794,0.24351145038167935,0.26636225266362257,0.27032136105860116,0.31578947368421056,0.28,0.22,0.25,0.29,0.32,0.33,0.28,0.06,0.18,0.12,0.44,0.62,0.06,0.35,0.43,0.29
319,TJ Warren,IND,SF,0.6262626262626263,0.7844396859386151,0.48551047703967903,0.4230769230769233,0.21794871794871795,0.1974405850091408,0.4740458015267175,0.36681887366818877,0.24763705103969755,0.5789473684210523,0.66,0.18,0.23,0.75,0.75,0.26,0.27,0.27,0.19,0.21,0.08,0.48,0.19,0.19,0.29,0.55
320,Russell Westbrook,HOU,PG,0.9057239057239057,0.9557458957887223,0.8653588943379402,0.3076923076923078,0.30769230769230765,0.5050274223034735,0.9534351145038168,0.601978691019787,0.8147448015122872,0.31578947368421056,1.0,0.3,0.45,0.85,0.95,0.65,0.71,0.29,0.62,0.53,0.97,0.71,0.08,1.0,0.27,0.82
321,Derrick White,SAS,SG,0.16835016835016836,0.5235546038543897,0.43290236290682127,0.4999999999999999,0.4230769230769231,0.19606946983546622,0.31755725190839695,0.3249619482496195,0.2741020793950851,0.3684210526315788,0.37,0.28,0.32,0.36,0.38,0.3,0.3,0.12,0.27,0.21,0.47,0.43,0.31,0.35,0.33,0.36
322,Hassan Whiteside,POR,C,0.8114478114478114,0.6987865810135616,0.8123049487293803,0.5769230769230769,0.01282051282051282,0.9515539305301646,0.4694656488549619,0.4604261796042619,0.8166351606805292,0.7894736842105264,0.49,0.0,0.01,0.84,0.75,0.32,0.44,0.86,0.97,0.96,0.03,0.24,0.89,0.4,0.43,0.51
323,Andrew Wiggins,GSW,SF-SG,0.9090909090909091,0.9646680942184154,0.4003566651805618,0.26923076923076933,0.30769230769230765,0.14853747714808047,0.6328244274809159,0.2762557077625571,0.21928166351606806,0.5263157894736841,0.73,0.26,0.35,0.65,0.74,0.41,0.47,0.2,0.16,0.15,0.18,0.33,0.17,0.37,0.14,0.58
324,Lou Williams,LAC,SG,0.8922558922558923,0.6973590292648107,0.6148016049933125,0.4615384615384614,0.48717948717948717,0.07586837294332727,0.7248091603053435,0.4596651445966515,0.20793950850661627,0.21052631578947353,0.76,0.46,0.57,0.51,0.61,0.72,0.71,0.08,0.13,0.09,0.49,0.38,0.08,0.6,0.06,0.72
325,Marvin Williams,MIL,PF,0.8956228956228957,0.6513204853675945,0.35131520285332146,0.4615384615384614,0.6923076923076923,0.32906764168190134,0.2114503816793893,0.36377473363774737,0.4215500945179584,0.5789473684210523,0.32,0.42,0.5,0.18,0.2,0.16,0.14,0.25,0.42,0.35,0.1,0.38,0.25,0.09,0.18,0.29
326,DJ Wilson,MIL,PF,0.016835016835016835,0.1302640970735189,0.1622826571555952,0.26923076923076933,0.6153846153846153,0.37659963436928706,0.2209923664122137,0.16210045662100458,0.18147448015122872,0.6842105263157894,0.33,0.36,0.49,0.19,0.22,0.1,0.12,0.31,0.56,0.46,0.13,0.14,0.17,0.23,0.41,0.24
327,Justise Winslow,MIA,SF,0.468013468013468,0.7052105638829406,0.20240748996879185,0.1538461538461538,0.34615384615384615,0.32084095063985385,0.2709923664122138,0.15677321156773213,0.46124763705103966,0.4736842105263159,0.33,0.2,0.25,0.3,0.39,0.14,0.17,0.22,0.39,0.32,0.28,0.38,0.14,0.33,0.35,0.22
328,Christian Wood,DET,PF,0.037037037037037035,0.26873661670235544,0.652251448952296,0.6153846153846154,0.3205128205128205,0.5763254113345522,0.467557251908397,0.31582952815829535,0.18525519848771266,0.6842105263157894,0.52,0.26,0.31,0.64,0.54,0.52,0.61,0.53,0.61,0.59,0.06,0.29,0.44,0.4,0.25,0.6
329,Delon Wright,DAL,SG,0.569023569023569,0.39935760171306206,0.44137316094516277,0.3846153846153848,0.3846153846153846,0.21937842778793423,0.2820610687022901,0.28767123287671237,0.29111531190926276,0.4210526315789476,0.32,0.22,0.29,0.31,0.36,0.24,0.25,0.25,0.26,0.24,0.47,0.71,0.19,0.3,0.16,0.29
330,Thaddeus Young,CHI,PF,0.9124579124579124,0.775517487508922,0.42175657601426664,0.3461538461538463,0.24358974358974358,0.38985374771480813,0.33854961832061076,0.30365296803652975,0.5614366729678639,0.5789473684210523,0.44,0.14,0.19,0.56,0.55,0.09,0.12,0.45,0.37,0.39,0.18,0.71,0.14,0.3,0.24,0.33
331,Trae Young,ATL,PG,0.13131313131313133,0.8615274803711633,0.6246098974587607,0.4230769230769233,0.5256410256410255,0.13071297989031078,0.8209923664122138,0.44063926940639275,0.14366729678638943,0.21052631578947353,0.88,0.58,0.7,0.55,0.62,0.69,0.7,0.12,0.2,0.15,0.9,0.38,0.06,0.95,0.1,0.79
332,Cody Zeller,CHO,C,0.5824915824915825,0.5620985010706637,0.49264378065091396,0.5769230769230769,0.06410256410256411,0.5045703839122487,0.2709923664122138,0.37366818873668195,0.3553875236294896,0.7894736842105264,0.28,0.02,0.05,0.52,0.49,0.33,0.38,0.59,0.47,0.52,0.14,0.43,0.33,0.26,0.53,0.33
333,Tyler Zeller,SAS,C,0.27946127946127947,0.16202712348322623,0.40213999108337045,0.3846153846153848,0.05128205128205128,0.5022851919561243,0.3522900763358779,0.2184170471841705,0.1379962192816635,0.7368421052631576,0.41,0.06,0.04,0.61,0.63,0.27,0.29,0.61,0.44,0.5,0.12,0.1,0.31,0.26,0.59,0.37
334,Ante Zizic,CLE,C,0.037037037037037035,0.17023554603854385,0.5604101649576461,0.730769230769231,0.0,0.5808957952468007,0.32709923664122137,0.2511415525114155,0.0661625708884688,0.6842105263157894,0.36,0.0,0.0,0.66,0.62,0.31,0.37,0.65,0.53,0.58,0.09,0.1,0.31,0.33,0.51,0.4
335,Ivica Zubac,LAC,C,0.37037037037037035,0.26124197002141325,0.5737851092287116,0.5769230769230769,0.01282051282051282,0.6613345521023767,0.3347328244274809,0.3089802130898022,0.23629489603024575,0.7894736842105264,0.4,0.0,0.0,0.71,0.66,0.33,0.35,0.8,0.66,0.72,0.13,0.1,0.5,0.35,0.61,0.43
