;epsilon;min_size;score;nb_clusters;var_portion
337;0.23000000000000004;6.0;0.013635408704106363;5.0;0.7000000000000001
351;0.25000000000000006;8.0;0.013290749485677392;3.0;0.7000000000000001
219;0.25000000000000006;8.0;0.013290749485677392;3.0;0.65
228;0.28;2.0;0.01234298581556973;9.0;0.65
360;0.28;2.0;0.01234298581556973;9.0;0.7000000000000001
634;0.32000000000000006;5.0;0.011201770038956973;5.0;0.8000000000000002
495;0.32000000000000006;5.0;0.011201770038956973;5.0;0.7500000000000001
199;0.22000000000000003;7.0;0.011179018252019455;3.0;0.65
331;0.22000000000000003;7.0;0.011179018252019455;3.0;0.7000000000000001
67;0.14;8.0;0.010952954260561884;3.0;0.6
243;0.33;2.0;0.009520084873947869;7.0;0.65
375;0.33;2.0;0.009520084873947869;7.0;0.7000000000000001
232;0.29000000000000004;3.0;0.009377388445229475;4.0;0.65
364;0.29000000000000004;3.0;0.009377388445229475;4.0;0.7000000000000001
229;0.28;3.0;0.008551955730415312;4.0;0.65
361;0.28;3.0;0.008551955730415312;4.0;0.7000000000000001
474;0.29000000000000004;6.0;0.008467789462617356;3.0;0.7500000000000001
613;0.29000000000000004;6.0;0.008467789462617356;3.0;0.8000000000000002
752;0.37000000000000005;2.0;0.007950345110518857;8.0;0.8500000000000002
240;0.32000000000000006;2.0;0.007823166905720798;7.0;0.65
372;0.32000000000000006;2.0;0.007823166905720798;7.0;0.7000000000000001
370;0.31000000000000005;3.0;0.006361650972209332;4.0;0.7000000000000001
367;0.30000000000000004;3.0;0.006361650972209332;4.0;0.7000000000000001
235;0.30000000000000004;3.0;0.006361650972209332;4.0;0.65
238;0.31000000000000005;3.0;0.006361650972209332;4.0;0.65
357;0.27;3.0;0.005913145534583072;5.0;0.7000000000000001
225;0.27;3.0;0.005913145534583072;5.0;0.65
71;0.15000000000000002;4.0;0.0038444548661127104;6.0;0.6
735;0.33;5.0;0.003276589082469842;3.0;0.8500000000000002
363;0.29000000000000004;2.0;0.002734407555553996;10.0;0.7000000000000001
231;0.29000000000000004;2.0;0.002734407555553996;10.0;0.65
346;0.24000000000000005;9.0;0.0024137823446850944;3.0;0.7000000000000001
214;0.24000000000000005;9.0;0.0024137823446850944;3.0;0.65
480;0.30000000000000004;4.0;0.0023080860980130504;6.0;0.7500000000000001
619;0.30000000000000004;4.0;0.0023080860980130504;6.0;0.8000000000000002
339;0.23000000000000004;8.0;0.0012961820731564257;3.0;0.7000000000000001
207;0.23000000000000004;8.0;0.0012961820731564257;3.0;0.65
874;0.42000000000000004;2.0;0.0003633637010599206;8.0;0.9000000000000002
343;0.24000000000000005;4.0;-0.0012975759339642662;6.0;0.7000000000000001
211;0.24000000000000005;4.0;-0.0012975759339642662;6.0;0.65
237;0.31000000000000005;2.0;-0.0016539269688345965;8.0;0.65
369;0.31000000000000005;2.0;-0.0016539269688345965;8.0;0.7000000000000001
234;0.30000000000000004;2.0;-0.0016539269688345965;8.0;0.65
366;0.30000000000000004;2.0;-0.0016539269688345965;8.0;0.7000000000000001
58;0.13;5.0;-0.008654590291275223;5.0;0.6
733;0.33;3.0;-0.009269859301084054;7.0;0.8500000000000002
353;0.26000000000000006;3.0;-0.010831602526029797;6.0;0.7000000000000001
221;0.26000000000000006;3.0;-0.010831602526029797;6.0;0.65
759;0.39000000000000007;2.0;-0.012673467585271967;8.0;0.8500000000000002
880;0.43000000000000005;2.0;-0.01370159652315104;8.0;0.9000000000000002
336;0.23000000000000004;4.0;-0.01602646238091701;6.0;0.7000000000000001
204;0.23000000000000004;4.0;-0.01602646238091701;6.0;0.65
622;0.30000000000000004;7.0;-0.01794531849277942;3.0;0.8000000000000002
483;0.30000000000000004;7.0;-0.01794531849277942;3.0;0.7500000000000001
655;0.39000000000000007;2.0;-0.018495758447508493;6.0;0.8000000000000002
516;0.39000000000000007;2.0;-0.018495758447508493;6.0;0.7500000000000001
893;0.4600000000000001;2.0;-0.02163716690428605;5.0;0.9000000000000002
894;0.4700000000000001;2.0;-0.02163716690428605;5.0;0.9000000000000002
517;0.4000000000000001;2.0;-0.021860024806695112;5.0;0.7500000000000001
656;0.4000000000000001;2.0;-0.021860024806695112;5.0;0.8000000000000002
750;0.36000000000000004;6.0;-0.0226253251181749;3.0;0.8500000000000002
340;0.23000000000000004;9.0;-0.02455931662662748;3.0;0.7000000000000001
208;0.23000000000000004;9.0;-0.02455931662662748;3.0;0.65
50;0.12000000000000001;5.0;-0.025556315894179674;7.0;0.6
59;0.13;6.0;-0.026355620287342167;5.0;0.6
864;0.4000000000000001;2.0;-0.028895072919096758;9.0;0.9000000000000002
865;0.4000000000000001;3.0;-0.029986647918650678;6.0;0.9000000000000002
66;0.14;7.0;-0.03021817159734859;5.0;0.6
878;0.42000000000000004;7.0;-0.031217196624054956;3.0;0.9000000000000002
53;0.12000000000000001;8.0;-0.031713106684021046;3.0;0.6
51;0.12000000000000001;6.0;-0.03661400628878163;6.0;0.6
763;0.4000000000000001;2.0;-0.04156859519887498;7.0;0.8500000000000002
45;0.11000000000000001;7.0;-0.04258610177904975;3.0;0.6
732;0.33;2.0;-0.04288363046245621;11.0;0.8500000000000002
63;0.14;4.0;-0.043369172943036376;9.0;0.6
196;0.22000000000000003;4.0;-0.04521210006110075;4.0;0.65
328;0.22000000000000003;4.0;-0.04521210006110075;4.0;0.7000000000000001
745;0.35000000000000003;4.0;-0.0453686095292528;3.0;0.8500000000000002
486;0.31000000000000005;2.0;-0.045481101459315616;13.0;0.7500000000000001
625;0.31000000000000005;2.0;-0.045481101459315616;13.0;0.8000000000000002
60;0.13;7.0;-0.046487456187852494;5.0;0.6
490;0.31000000000000005;8.0;-0.0487219955166604;3.0;0.7500000000000001
629;0.31000000000000005;8.0;-0.0487219955166604;3.0;0.8000000000000002
740;0.34;4.0;-0.04892429441244221;3.0;0.8500000000000002
62;0.14;3.0;-0.04999466275396027;11.0;0.6
461;0.27;6.0;-0.050710697122815084;3.0;0.7500000000000001
600;0.27;6.0;-0.050710697122815084;3.0;0.8000000000000002
57;0.13;4.0;-0.05225117057072363;8.0;0.6
347;0.25000000000000006;2.0;-0.053723291755322436;14.0;0.7000000000000001
215;0.25000000000000006;2.0;-0.053723291755322436;14.0;0.65
56;0.13;3.0;-0.055319620717367644;11.0;0.6
631;0.32000000000000006;2.0;-0.05584435636359208;13.0;0.8000000000000002
492;0.32000000000000006;2.0;-0.05584435636359208;13.0;0.7500000000000001
889;0.44000000000000006;8.0;-0.05928581180404517;3.0;0.9000000000000002
54;0.12000000000000001;9.0;-0.06211642587252314;3.0;0.6
317;0.2;6.0;-0.0636641107031356;4.0;0.7000000000000001
185;0.2;6.0;-0.0636641107031356;4.0;0.65
858;0.39000000000000007;3.0;-0.06433037202771166;5.0;0.9000000000000002
877;0.42000000000000004;6.0;-0.0661285193832045;4.0;0.9000000000000002
846;0.37000000000000005;5.0;-0.06641983539459705;3.0;0.9000000000000002
620;0.30000000000000004;5.0;-0.0664227288514458;7.0;0.8000000000000002
481;0.30000000000000004;5.0;-0.0664227288514458;7.0;0.7500000000000001
885;0.44000000000000006;2.0;-0.06853277629166386;8.0;0.9000000000000002
70;0.15000000000000002;3.0;-0.06880865550080963;7.0;0.6
861;0.39000000000000007;6.0;-0.07003635310576961;4.0;0.9000000000000002
611;0.29000000000000004;4.0;-0.07110723615542255;7.0;0.8000000000000002
472;0.29000000000000004;4.0;-0.07110723615542255;7.0;0.7500000000000001
200;0.22000000000000003;8.0;-0.07209795224686764;3.0;0.65
332;0.22000000000000003;8.0;-0.07209795224686764;3.0;0.7000000000000001
81;0.17000000000000004;3.0;-0.07480835972001534;5.0;0.6
76;0.16000000000000003;3.0;-0.07576648544035942;5.0;0.6
892;0.45000000000000007;3.0;-0.0775221809264162;4.0;0.9000000000000002
321;0.21000000000000002;3.0;-0.07770887666419808;7.0;0.7000000000000001
189;0.21000000000000002;3.0;-0.07770887666419808;7.0;0.65
43;0.11000000000000001;5.0;-0.07776664008986264;9.0;0.6
333;0.22000000000000003;9.0;-0.07833236442004876;3.0;0.7000000000000001
201;0.22000000000000003;9.0;-0.07833236442004876;3.0;0.65
891;0.45000000000000007;2.0;-0.07923385616352566;7.0;0.9000000000000002
654;0.38000000000000006;2.0;-0.07965569958640387;8.0;0.8000000000000002
515;0.38000000000000006;2.0;-0.07965569958640387;8.0;0.7500000000000001
325;0.21000000000000002;8.0;-0.08016991717923885;3.0;0.7000000000000001
193;0.21000000000000002;8.0;-0.08016991717923885;3.0;0.65
649;0.36000000000000004;2.0;-0.08130207703056166;8.0;0.8000000000000002
510;0.36000000000000004;2.0;-0.08130207703056166;8.0;0.7500000000000001
513;0.37000000000000005;2.0;-0.08177174860635206;9.0;0.7500000000000001
652;0.37000000000000005;2.0;-0.08177174860635206;9.0;0.8000000000000002
38;0.1;8.0;-0.08349519622385196;3.0;0.6
52;0.12000000000000001;7.0;-0.08428119918546698;4.0;0.6
39;0.1;9.0;-0.08468290651807835;3.0;0.6
838;0.36000000000000004;4.0;-0.08487926555054356;3.0;0.9000000000000002
465;0.28;3.0;-0.08516825875213152;8.0;0.7500000000000001
604;0.28;3.0;-0.08516825875213152;8.0;0.8000000000000002
192;0.21000000000000002;6.0;-0.08863373225109204;4.0;0.65
324;0.21000000000000002;6.0;-0.08863373225109204;4.0;0.7000000000000001
857;0.39000000000000007;2.0;-0.08902042396243272;12.0;0.9000000000000002
42;0.11000000000000001;4.0;-0.09049975685375747;9.0;0.6
851;0.38000000000000006;3.0;-0.09114982294961067;6.0;0.9000000000000002
742;0.34;8.0;-0.09190872434134982;3.0;0.8500000000000002
209;0.24000000000000005;2.0;-0.09321673962851247;15.0;0.65
341;0.24000000000000005;2.0;-0.09321673962851247;15.0;0.7000000000000001
502;0.34;2.0;-0.09498929496200606;10.0;0.7500000000000001
641;0.34;2.0;-0.09498929496200606;10.0;0.8000000000000002
854;0.38000000000000006;6.0;-0.09597598251759842;4.0;0.9000000000000002
736;0.33;6.0;-0.09599920001873079;3.0;0.8500000000000002
723;0.31000000000000005;3.0;-0.0993824199759886;9.0;0.8500000000000002
606;0.28;5.0;-0.10179274437251469;6.0;0.8000000000000002
467;0.28;5.0;-0.10179274437251469;6.0;0.7500000000000001
34;0.1;4.0;-0.1021042918907588;9.0;0.6
334;0.23000000000000004;2.0;-0.10235137077663849;16.0;0.7000000000000001
202;0.23000000000000004;2.0;-0.10235137077663849;16.0;0.65
49;0.12000000000000001;4.0;-0.10297542027374386;10.0;0.6
44;0.11000000000000001;6.0;-0.10320915307502088;6.0;0.6
737;0.33;7.0;-0.10368867105651645;3.0;0.8500000000000002
356;0.27;2.0;-0.10426934741359957;11.0;0.7000000000000001
224;0.27;2.0;-0.10426934741359957;11.0;0.65
178;0.19;7.0;-0.10676818021237533;3.0;0.65
310;0.19;7.0;-0.10676818021237533;3.0;0.7000000000000001
191;0.21000000000000002;5.0;-0.10858860122292874;7.0;0.65
323;0.21000000000000002;5.0;-0.10858860122292874;7.0;0.7000000000000001
458;0.27;3.0;-0.10874131290437139;8.0;0.7500000000000001
597;0.27;3.0;-0.10874131290437139;8.0;0.8000000000000002
728;0.32000000000000006;3.0;-0.10875851994994176;10.0;0.8500000000000002
645;0.35000000000000003;2.0;-0.11040387930813556;9.0;0.8000000000000002
506;0.35000000000000003;2.0;-0.11040387930813556;9.0;0.7500000000000001
590;0.26000000000000006;3.0;-0.11092315330218006;9.0;0.8000000000000002
451;0.26000000000000006;3.0;-0.11092315330218006;9.0;0.7500000000000001
309;0.19;6.0;-0.11164791313693308;4.0;0.7000000000000001
177;0.19;6.0;-0.11164791313693308;4.0;0.65
768;0.42000000000000004;2.0;-0.11172821768193446;7.0;0.8500000000000002
80;0.17000000000000004;2.0;-0.11318268934202443;10.0;0.6
859;0.39000000000000007;4.0;-0.11403969426333294;7.0;0.9000000000000002
463;0.27;9.0;-0.11503351779945267;3.0;0.7500000000000001
602;0.27;9.0;-0.11503351779945267;3.0;0.8000000000000002
322;0.21000000000000002;4.0;-0.1164795568771276;6.0;0.7000000000000001
190;0.21000000000000002;4.0;-0.1164795568771276;6.0;0.65
46;0.11000000000000001;8.0;-0.11685019430131642;4.0;0.6
61;0.14;2.0;-0.11862647841420043;17.0;0.6
327;0.22000000000000003;3.0;-0.12004379833979434;6.0;0.7000000000000001
195;0.22000000000000003;3.0;-0.12004379833979434;6.0;0.65
