;epsilon;min_size;score;nb_clusters;var_portion
484;0.30000000000000004;8.0;-0.12161845298965657;4.0;0.7500000000000001
623;0.30000000000000004;8.0;-0.12161845298965657;4.0;0.8000000000000002
873;0.4100000000000001;6.0;-0.1219210220055148;5.0;0.9000000000000002
48;0.12000000000000001;3.0;-0.12196988822331542;11.0;0.6
595;0.26000000000000006;9.0;-0.12225908875543127;3.0;0.8000000000000002
456;0.26000000000000006;9.0;-0.12225908875543127;3.0;0.7500000000000001
55;0.13;2.0;-0.12330430364412572;18.0;0.6
867;0.4000000000000001;5.0;-0.12391732951083782;5.0;0.9000000000000002
30;0.09000000000000001;8.0;-0.12468944758574023;4.0;0.6
617;0.30000000000000004;2.0;-0.12496126207752462;13.0;0.8000000000000002
478;0.30000000000000004;2.0;-0.12496126207752462;13.0;0.7500000000000001
470;0.29000000000000004;2.0;-0.1253595743004562;13.0;0.7500000000000001
609;0.29000000000000004;2.0;-0.1253595743004562;13.0;0.8000000000000002
751;0.36000000000000004;9.0;-0.1264049750819803;4.0;0.8500000000000002
31;0.09000000000000001;9.0;-0.1276529828285198;3.0;0.6
863;0.39000000000000007;9.0;-0.12815504158551722;3.0;0.9000000000000002
319;0.2;9.0;-0.12911298490585596;3.0;0.7000000000000001
187;0.2;9.0;-0.12911298490585596;3.0;0.65
460;0.27;5.0;-0.12931630500352964;8.0;0.7500000000000001
599;0.27;5.0;-0.12931630500352964;8.0;0.8000000000000002
318;0.2;7.0;-0.1293850010291396;4.0;0.7000000000000001
186;0.2;7.0;-0.1293850010291396;4.0;0.65
491;0.31000000000000005;9.0;-0.13065212850041086;4.0;0.7500000000000001
630;0.31000000000000005;9.0;-0.13065212850041086;4.0;0.8000000000000002
765;0.4100000000000001;2.0;-0.13206305968055818;9.0;0.8500000000000002
860;0.39000000000000007;5.0;-0.13326962783586774;5.0;0.9000000000000002
726;0.31000000000000005;6.0;-0.13377732520307267;3.0;0.8500000000000002
37;0.1;7.0;-0.13430790278001187;6.0;0.6
853;0.38000000000000006;5.0;-0.13571748951846013;4.0;0.9000000000000002
715;0.30000000000000004;3.0;-0.13729772634706042;11.0;0.8500000000000002
855;0.38000000000000006;8.0;-0.13740377539313883;3.0;0.9000000000000002
35;0.1;5.0;-0.13747291327553424;9.0;0.6
607;0.28;6.0;-0.13750998861786226;5.0;0.8000000000000002
468;0.28;6.0;-0.13750998861786226;5.0;0.7500000000000001
624;0.30000000000000004;9.0;-0.13860624180541603;4.0;0.8000000000000002
485;0.30000000000000004;9.0;-0.13860624180541603;4.0;0.7500000000000001
41;0.11000000000000001;3.0;-0.1388224280966502;18.0;0.6
862;0.39000000000000007;8.0;-0.13955100285834715;4.0;0.9000000000000002
180;0.19;9.0;-0.14041126081453062;3.0;0.65
312;0.19;9.0;-0.14041126081453062;3.0;0.7000000000000001
36;0.1;6.0;-0.1439281525578352;5.0;0.6
447;0.25000000000000006;6.0;-0.14569852393892924;4.0;0.7500000000000001
586;0.25000000000000006;6.0;-0.14569852393892924;4.0;0.8000000000000002
448;0.25000000000000006;8.0;-0.14601850970705937;3.0;0.7500000000000001
587;0.25000000000000006;8.0;-0.14601850970705937;3.0;0.8000000000000002
844;0.37000000000000005;3.0;-0.14632139650264767;7.0;0.9000000000000002
170;0.18000000000000005;7.0;-0.14654314992036527;4.0;0.65
302;0.18000000000000005;7.0;-0.14654314992036527;4.0;0.7000000000000001
614;0.29000000000000004;7.0;-0.14733097370848583;5.0;0.8000000000000002
475;0.29000000000000004;7.0;-0.14733097370848583;5.0;0.7500000000000001
476;0.29000000000000004;8.0;-0.14827741364915548;4.0;0.7500000000000001
615;0.29000000000000004;8.0;-0.14827741364915548;4.0;0.8000000000000002
746;0.35000000000000003;9.0;-0.14854047461169873;4.0;0.8500000000000002
29;0.09000000000000001;7.0;-0.14891935100459144;5.0;0.6
730;0.32000000000000006;5.0;-0.14918226902284207;5.0;0.8500000000000002
734;0.33;4.0;-0.14955214388885765;5.0;0.8500000000000002
727;0.32000000000000006;2.0;-0.14957417774472961;17.0;0.8500000000000002
33;0.1;3.0;-0.14969697437622756;18.0;0.6
32;0.1;2.0;-0.14974258711853833;24.0;0.6
183;0.2;4.0;-0.15011142839663022;10.0;0.65
315;0.2;4.0;-0.15011142839663022;10.0;0.7000000000000001
454;0.26000000000000006;6.0;-0.15172817285085075;4.0;0.7500000000000001
593;0.26000000000000006;6.0;-0.15172817285085075;4.0;0.8000000000000002
22;0.08000000000000002;7.0;-0.151868343819025;4.0;0.6
171;0.18000000000000005;8.0;-0.1538020909682522;5.0;0.65
303;0.18000000000000005;8.0;-0.1538020909682522;5.0;0.7000000000000001
173;0.19;2.0;-0.15528503932125765;33.0;0.65
305;0.19;2.0;-0.15528503932125765;33.0;0.7000000000000001
724;0.31000000000000005;4.0;-0.1569205056508687;9.0;0.8500000000000002
23;0.08000000000000002;8.0;-0.15732750054518063;4.0;0.6
26;0.09000000000000001;4.0;-0.15811480762162022;11.0;0.6
722;0.31000000000000005;2.0;-0.1582359340331036;19.0;0.8500000000000002
616;0.29000000000000004;9.0;-0.16022592875356859;4.0;0.8000000000000002
477;0.29000000000000004;9.0;-0.16022592875356859;4.0;0.7500000000000001
449;0.25000000000000006;9.0;-0.16033261939428936;3.0;0.7500000000000001
588;0.25000000000000006;9.0;-0.16033261939428936;3.0;0.8000000000000002
852;0.38000000000000006;4.0;-0.1608993918979721;9.0;0.9000000000000002
169;0.18000000000000005;6.0;-0.16145624995225696;6.0;0.65
301;0.18000000000000005;6.0;-0.16145624995225696;6.0;0.7000000000000001
716;0.30000000000000004;4.0;-0.16195586924849387;11.0;0.8500000000000002
729;0.32000000000000006;4.0;-0.1631334245610248;8.0;0.8500000000000002
868;0.4000000000000001;6.0;-0.16346602563386256;6.0;0.9000000000000002
856;0.38000000000000006;9.0;-0.16361497709544293;3.0;0.9000000000000002
47;0.12000000000000001;2.0;-0.1640288932207326;19.0;0.6
580;0.24000000000000005;8.0;-0.16426321256352644;3.0;0.8000000000000002
441;0.24000000000000005;8.0;-0.16426321256352644;3.0;0.7500000000000001
847;0.37000000000000005;7.0;-0.1645819454842328;5.0;0.9000000000000002
28;0.09000000000000001;6.0;-0.16484318026614866;8.0;0.6
40;0.11000000000000001;2.0;-0.16534264549895614;26.0;0.6
721;0.30000000000000004;9.0;-0.1657232909759572;3.0;0.8500000000000002
598;0.27;4.0;-0.16587938914248498;8.0;0.8000000000000002
459;0.27;4.0;-0.16587938914248498;8.0;0.7500000000000001
579;0.24000000000000005;7.0;-0.1663938912667515;3.0;0.8000000000000002
440;0.24000000000000005;7.0;-0.1663938912667515;3.0;0.7500000000000001
181;0.2;2.0;-0.16667863204155067;29.0;0.65
313;0.2;2.0;-0.16667863204155067;29.0;0.7000000000000001
352;0.26000000000000006;2.0;-0.16704955691918563;13.0;0.7000000000000001
220;0.26000000000000006;2.0;-0.16704955691918563;13.0;0.65
165;0.18000000000000005;2.0;-0.1679411250343323;35.0;0.65
297;0.18000000000000005;2.0;-0.1679411250343323;35.0;0.7000000000000001
439;0.24000000000000005;6.0;-0.16848394367829614;4.0;0.7500000000000001
578;0.24000000000000005;6.0;-0.16848394367829614;4.0;0.8000000000000002
304;0.18000000000000005;9.0;-0.16900172435152927;4.0;0.7000000000000001
172;0.18000000000000005;9.0;-0.16900172435152927;4.0;0.65
450;0.26000000000000006;2.0;-0.17000866232034445;22.0;0.7500000000000001
589;0.26000000000000006;2.0;-0.17000866232034445;22.0;0.8000000000000002
711;0.29000000000000004;6.0;-0.17005828618107377;3.0;0.8500000000000002
719;0.30000000000000004;7.0;-0.17005991540618343;3.0;0.8500000000000002
845;0.37000000000000005;4.0;-0.17025914362383351;8.0;0.9000000000000002
713;0.29000000000000004;8.0;-0.17027498218619858;3.0;0.8500000000000002
161;0.17000000000000004;5.0;-0.17136328727915148;8.0;0.65
293;0.17000000000000004;5.0;-0.17136328727915148;8.0;0.7000000000000001
27;0.09000000000000001;5.0;-0.17176941127305442;11.0;0.6
194;0.22000000000000003;2.0;-0.17183299371508334;19.0;0.65
326;0.22000000000000003;2.0;-0.17183299371508334;19.0;0.7000000000000001
608;0.28;7.0;-0.17365100481348814;5.0;0.8000000000000002
469;0.28;7.0;-0.17365100481348814;5.0;0.7500000000000001
167;0.18000000000000005;4.0;-0.17406002120583372;8.0;0.65
299;0.18000000000000005;4.0;-0.17406002120583372;8.0;0.7000000000000001
179;0.19;8.0;-0.17453335902759196;5.0;0.65
311;0.19;8.0;-0.17453335902759196;5.0;0.7000000000000001
426;0.22000000000000003;6.0;-0.17463166618786607;3.0;0.7500000000000001
565;0.22000000000000003;6.0;-0.17463166618786607;3.0;0.8000000000000002
434;0.23000000000000004;8.0;-0.17502977450591733;3.0;0.7500000000000001
573;0.23000000000000004;8.0;-0.17502977450591733;3.0;0.8000000000000002
295;0.17000000000000004;7.0;-0.17504373505339313;5.0;0.7000000000000001
163;0.17000000000000004;7.0;-0.17504373505339313;5.0;0.65
174;0.19;3.0;-0.17575984067272787;18.0;0.65
306;0.19;3.0;-0.17575984067272787;18.0;0.7000000000000001
839;0.36000000000000004;5.0;-0.17687594219162014;5.0;0.9000000000000002
432;0.23000000000000004;6.0;-0.1768995142547948;4.0;0.7500000000000001
571;0.23000000000000004;6.0;-0.1768995142547948;4.0;0.8000000000000002
830;0.35000000000000003;4.0;-0.17812074887362878;4.0;0.9000000000000002
433;0.23000000000000004;7.0;-0.17852021028957404;4.0;0.7500000000000001
572;0.23000000000000004;7.0;-0.17852021028957404;4.0;0.8000000000000002
850;0.38000000000000006;2.0;-0.17859383240287746;15.0;0.9000000000000002
592;0.26000000000000006;5.0;-0.17879525418922718;7.0;0.8000000000000002
453;0.26000000000000006;5.0;-0.17879525418922718;7.0;0.7500000000000001
10;0.060000000000000005;7.0;-0.17937912388578917;4.0;0.6
712;0.29000000000000004;7.0;-0.17992195280350992;4.0;0.8500000000000002
182;0.2;3.0;-0.18054895183231817;14.0;0.65
314;0.2;3.0;-0.18054895183231817;14.0;0.7000000000000001
155;0.16000000000000003;5.0;-0.18079029681312306;9.0;0.65
287;0.16000000000000003;5.0;-0.18079029681312306;9.0;0.7000000000000001
176;0.19;5.0;-0.18095581236171976;6.0;0.65
308;0.19;5.0;-0.18095581236171976;6.0;0.7000000000000001
16;0.07;7.0;-0.18100844652018466;5.0;0.6
694;0.26000000000000006;6.0;-0.18128568415657473;3.0;0.8500000000000002
714;0.30000000000000004;2.0;-0.18159880586989569;22.0;0.8500000000000002
316;0.2;5.0;-0.18553942530850198;8.0;0.7000000000000001
184;0.2;5.0;-0.18553942530850198;8.0;0.65
442;0.24000000000000005;9.0;-0.1858800556460503;3.0;0.7500000000000001
581;0.24000000000000005;9.0;-0.1858800556460503;3.0;0.8000000000000002
699;0.27;6.0;-0.18622026181288742;4.0;0.8500000000000002
307;0.19;4.0;-0.18649995856603138;12.0;0.7000000000000001
175;0.19;4.0;-0.18649995856603138;12.0;0.65
296;0.17000000000000004;8.0;-0.18687272558210405;6.0;0.7000000000000001
164;0.17000000000000004;8.0;-0.18687272558210405;6.0;0.65
427;0.22000000000000003;7.0;-0.1878416103998493;3.0;0.7500000000000001
566;0.22000000000000003;7.0;-0.1878416103998493;3.0;0.8000000000000002
320;0.21000000000000002;2.0;-0.18825677251682083;20.0;0.7000000000000001
188;0.21000000000000002;2.0;-0.18825677251682083;20.0;0.65
21;0.08000000000000002;6.0;-0.18831170712528994;7.0;0.6
300;0.18000000000000005;5.0;-0.18908532952958335;6.0;0.7000000000000001
168;0.18000000000000005;5.0;-0.18908532952958335;6.0;0.65
603;0.28;2.0;-0.1891708358502945;19.0;0.8000000000000002
464;0.28;2.0;-0.1891708358502945;19.0;0.7500000000000001
166;0.18000000000000005;3.0;-0.18932415406277187;19.0;0.65
298;0.18000000000000005;3.0;-0.18932415406277187;19.0;0.7000000000000001
559;0.21000000000000002;6.0;-0.1894339036859594;3.0;0.8000000000000002
420;0.21000000000000002;6.0;-0.1894339036859594;3.0;0.7500000000000001
4;0.05;6.0;-0.18964327088000207;4.0;0.6
706;0.28;8.0;-0.19034979847304762;3.0;0.8500000000000002
708;0.29000000000000004;3.0;-0.19083096341116051;13.0;0.8500000000000002
444;0.25000000000000006;3.0;-0.19128317435165723;12.0;0.7500000000000001
583;0.25000000000000006;3.0;-0.19128317435165723;12.0;0.8000000000000002
822;0.34;3.0;-0.19205915005128626;10.0;0.9000000000000002
270;0.12000000000000001;5.0;-0.19370494079028977;3.0;0.7000000000000001
138;0.12000000000000001;5.0;-0.19370494079028977;3.0;0.65
9;0.060000000000000005;6.0;-0.19447206816601237;5.0;0.6
718;0.30000000000000004;6.0;-0.19469492905716032;4.0;0.8500000000000002
288;0.16000000000000003;6.0;-0.1947316490308668;6.0;0.7000000000000001
156;0.16000000000000003;6.0;-0.1947316490308668;6.0;0.65
3;0.05;5.0;-0.19533033341428815;5.0;0.6
833;0.35000000000000003;7.0;-0.1959184686486213;5.0;0.9000000000000002
596;0.27;2.0;-0.19596701794934024;22.0;0.8000000000000002
457;0.27;2.0;-0.19596701794934024;22.0;0.7500000000000001
279;0.15000000000000002;2.0;-0.1960992578414839;50.0;0.7000000000000001
147;0.15000000000000002;2.0;-0.1960992578414839;50.0;0.65
720;0.30000000000000004;8.0;-0.1962978498474526;4.0;0.8500000000000002
560;0.21000000000000002;7.0;-0.19705237598161005;3.0;0.8000000000000002
421;0.21000000000000002;7.0;-0.19705237598161005;3.0;0.7500000000000001
25;0.09000000000000001;3.0;-0.19706717874855606;22.0;0.6
831;0.35000000000000003;5.0;-0.19725027924914715;5.0;0.9000000000000002
69;0.15000000000000002;2.0;-0.19740602973021307;14.0;0.6
151;0.15000000000000002;6.0;-0.19743469724681126;3.0;0.65
283;0.15000000000000002;6.0;-0.19743469724681126;3.0;0.7000000000000001
816;0.33;3.0;-0.19756755433117354;10.0;0.9000000000000002
725;0.31000000000000005;5.0;-0.1981351726176312;6.0;0.8500000000000002
704;0.28;6.0;-0.19832301417672615;5.0;0.8500000000000002
705;0.28;7.0;-0.19840270724090475;4.0;0.8500000000000002
160;0.17000000000000004;4.0;-0.19856148929324485;9.0;0.65
292;0.17000000000000004;4.0;-0.19856148929324485;9.0;0.7000000000000001
75;0.16000000000000003;2.0;-0.19949533115580792;11.0;0.6
848;0.37000000000000005;8.0;-0.1995336409207546;5.0;0.9000000000000002
840;0.36000000000000004;7.0;-0.19985720470768445;5.0;0.9000000000000002
849;0.37000000000000005;9.0;-0.19993648812516907;4.0;0.9000000000000002
814;0.32000000000000006;6.0;-0.20061827556899928;4.0;0.9000000000000002
162;0.17000000000000004;6.0;-0.20061897134022297;7.0;0.65
294;0.17000000000000004;6.0;-0.20061897134022297;7.0;0.7000000000000001
455;0.26000000000000006;7.0;-0.2021684663755768;4.0;0.7500000000000001
594;0.26000000000000006;7.0;-0.2021684663755768;4.0;0.8000000000000002
462;0.27;7.0;-0.2022004999774841;5.0;0.7500000000000001
601;0.27;7.0;-0.2022004999774841;5.0;0.8000000000000002
15;0.07;6.0;-0.20238377225486356;6.0;0.6
24;0.09000000000000001;2.0;-0.20344251369393948;32.0;0.6
823;0.34;4.0;-0.20395183748147075;6.0;0.9000000000000002
825;0.34;6.0;-0.20456487739374807;5.0;0.9000000000000002
263;0.1;4.0;-0.20557598802373875;3.0;0.7000000000000001
131;0.1;4.0;-0.20557598802373875;3.0;0.65
731;0.32000000000000006;6.0;-0.20645853833416034;5.0;0.8500000000000002
548;0.19;5.0;-0.2067108903238746;3.0;0.8000000000000002
409;0.19;5.0;-0.2067108903238746;3.0;0.7500000000000001
158;0.17000000000000004;2.0;-0.2068292564846815;39.0;0.65
290;0.17000000000000004;2.0;-0.2068292564846815;39.0;0.7000000000000001
446;0.25000000000000006;5.0;-0.20689821149177243;8.0;0.7500000000000001
585;0.25000000000000006;5.0;-0.20689821149177243;8.0;0.8000000000000002
142;0.13;5.0;-0.20691876839371576;5.0;0.65
274;0.13;5.0;-0.20691876839371576;5.0;0.7000000000000001
832;0.35000000000000003;6.0;-0.20752159804806256;6.0;0.9000000000000002
17;0.08000000000000002;2.0;-0.20834945694324572;38.0;0.6
561;0.22000000000000003;2.0;-0.2090624215144277;45.0;0.8000000000000002
422;0.22000000000000003;2.0;-0.2090624215144277;45.0;0.7500000000000001
685;0.24000000000000005;5.0;-0.20945690833223155;3.0;0.8500000000000002
709;0.29000000000000004;4.0;-0.20986689114955484;10.0;0.8500000000000002
841;0.36000000000000004;8.0;-0.21047997575981459;4.0;0.9000000000000002
809;0.31000000000000005;6.0;-0.21155885567873275;3.0;0.9000000000000002
834;0.35000000000000003;8.0;-0.21208540037177565;3.0;0.9000000000000002
18;0.08000000000000002;3.0;-0.21247396123331524;22.0;0.6
445;0.25000000000000006;4.0;-0.2125021395355424;11.0;0.7500000000000001
584;0.25000000000000006;4.0;-0.2125021395355424;11.0;0.8000000000000002
443;0.25000000000000006;2.0;-0.21300238221220794;24.0;0.7500000000000001
582;0.25000000000000006;2.0;-0.21300238221220794;24.0;0.8000000000000002
8;0.060000000000000005;5.0;-0.21317910166452794;7.0;0.6
695;0.27;2.0;-0.21372629417327071;38.0;0.8500000000000002
717;0.30000000000000004;5.0;-0.21380895523738677;8.0;0.8500000000000002
284;0.16000000000000003;2.0;-0.21401903525356122;42.0;0.7000000000000001
152;0.16000000000000003;2.0;-0.21401903525356122;42.0;0.65
690;0.26000000000000006;2.0;-0.21404011165152154;45.0;0.8500000000000002
700;0.28;2.0;-0.21411776943032668;36.0;0.8500000000000002
707;0.29000000000000004;2.0;-0.21484883268098165;30.0;0.8500000000000002
555;0.21000000000000002;2.0;-0.21487392541252706;48.0;0.8000000000000002
416;0.21000000000000002;2.0;-0.21487392541252706;48.0;0.7500000000000001
19;0.08000000000000002;4.0;-0.2152956029380817;15.0;0.6
415;0.2;6.0;-0.21562025758764788;3.0;0.7500000000000001
554;0.2;6.0;-0.21562025758764788;3.0;0.8000000000000002
843;0.37000000000000005;2.0;-0.21563373323279159;17.0;0.9000000000000002
567;0.23000000000000004;2.0;-0.21672331471119585;37.0;0.8000000000000002
428;0.23000000000000004;2.0;-0.21672331471119585;37.0;0.7500000000000001
159;0.17000000000000004;3.0;-0.21678874772000048;17.0;0.65
291;0.17000000000000004;3.0;-0.21678874772000048;17.0;0.7000000000000001
815;0.33;2.0;-0.21710231012290376;35.0;0.9000000000000002
289;0.16000000000000003;7.0;-0.21710828985062725;5.0;0.7000000000000001
157;0.16000000000000003;7.0;-0.21710828985062725;5.0;0.65
122;0.060000000000000005;3.0;-0.21732057086229267;3.0;0.65
254;0.060000000000000005;3.0;-0.21732057086229267;3.0;0.7000000000000001
150;0.15000000000000002;5.0;-0.21767255191640783;8.0;0.65
282;0.15000000000000002;5.0;-0.21767255191640783;8.0;0.7000000000000001
544;0.18000000000000005;5.0;-0.21837151924224718;3.0;0.8000000000000002
405;0.18000000000000005;5.0;-0.21837151924224718;3.0;0.7500000000000001
568;0.23000000000000004;3.0;-0.21859292535458938;14.0;0.8000000000000002
429;0.23000000000000004;3.0;-0.21859292535458938;14.0;0.7500000000000001
837;0.36000000000000004;3.0;-0.21916699658635416;11.0;0.9000000000000002
829;0.35000000000000003;3.0;-0.2195887828358884;10.0;0.9000000000000002
148;0.15000000000000002;3.0;-0.22104272395356878;26.0;0.65
280;0.15000000000000002;3.0;-0.22104272395356878;26.0;0.7000000000000001
678;0.22000000000000003;4.0;-0.22124684146510995;3.0;0.8500000000000002
836;0.36000000000000004;2.0;-0.2220966984566274;24.0;0.9000000000000002
701;0.28;3.0;-0.22269166970425838;13.0;0.8500000000000002
696;0.27;3.0;-0.22388736378694415;13.0;0.8500000000000002
698;0.27;5.0;-0.22416377882331912;5.0;0.8500000000000002
437;0.24000000000000005;4.0;-0.2242427813553534;12.0;0.7500000000000001
576;0.24000000000000005;4.0;-0.2242427813553534;12.0;0.8000000000000002
20;0.08000000000000002;5.0;-0.2249601042747495;14.0;0.6
591;0.26000000000000006;4.0;-0.22563179280325163;12.0;0.8000000000000002
452;0.26000000000000006;4.0;-0.22563179280325163;12.0;0.7500000000000001
835;0.35000000000000003;9.0;-0.2271965005225879;3.0;0.9000000000000002
577;0.24000000000000005;5.0;-0.22748929068067908;6.0;0.8000000000000002
438;0.24000000000000005;5.0;-0.22748929068067908;6.0;0.7500000000000001
550;0.2;2.0;-0.22806247084642234;49.0;0.8000000000000002
411;0.2;2.0;-0.22806247084642234;49.0;0.7500000000000001
693;0.26000000000000006;5.0;-0.22806904677729586;5.0;0.8500000000000002
275;0.14;2.0;-0.2281183133754007;55.0;0.7000000000000001
143;0.14;2.0;-0.2281183133754007;55.0;0.65
797;0.28;4.0;-0.22860569785787851;3.0;0.9000000000000002
810;0.32000000000000006;2.0;-0.2288251936668072;37.0;0.9000000000000002
537;0.16000000000000003;4.0;-0.22969919094685562;3.0;0.8000000000000002
398;0.16000000000000003;4.0;-0.22969919094685562;3.0;0.7500000000000001
710;0.29000000000000004;5.0;-0.2298148671657443;6.0;0.8500000000000002
805;0.31000000000000005;2.0;-0.23013720716425493;40.0;0.9000000000000002
549;0.19;6.0;-0.23091017230413563;3.0;0.8000000000000002
410;0.19;6.0;-0.23091017230413563;3.0;0.7500000000000001
285;0.16000000000000003;3.0;-0.23135843247856738;18.0;0.7000000000000001
153;0.16000000000000003;3.0;-0.23135843247856738;18.0;0.65
575;0.24000000000000005;3.0;-0.23159931101787112;15.0;0.8000000000000002
436;0.24000000000000005;3.0;-0.23159931101787112;15.0;0.7500000000000001
819;0.33;6.0;-0.2319175039144333;5.0;0.9000000000000002
826;0.34;7.0;-0.23409576108212432;4.0;0.9000000000000002
675;0.21000000000000002;4.0;-0.23557692623287943;3.0;0.8500000000000002
689;0.25000000000000006;5.0;-0.2358342748851392;4.0;0.8500000000000002
286;0.16000000000000003;4.0;-0.23811500589479473;13.0;0.7000000000000001
154;0.16000000000000003;4.0;-0.23811500589479473;13.0;0.65
12;0.07;3.0;-0.2409892380966626;25.0;0.6
824;0.34;5.0;-0.24116305707769264;6.0;0.9000000000000002
827;0.34;8.0;-0.24185854560053485;4.0;0.9000000000000002
139;0.13;2.0;-0.2428608258885545;54.0;0.65
271;0.13;2.0;-0.2428608258885545;54.0;0.7000000000000001
702;0.28;4.0;-0.24325987395051016;9.0;0.8500000000000002
686;0.25000000000000006;2.0;-0.2432699007575366;44.0;0.8500000000000002
570;0.23000000000000004;5.0;-0.24388167507469533;9.0;0.8000000000000002
431;0.23000000000000004;5.0;-0.24388167507469533;9.0;0.7500000000000001
11;0.07;2.0;-0.24400297314608246;50.0;0.6
562;0.22000000000000003;3.0;-0.24428023663251658;17.0;0.8000000000000002
423;0.22000000000000003;3.0;-0.24428023663251658;17.0;0.7500000000000001
14;0.07;5.0;-0.24444513622278233;10.0;0.6
13;0.07;4.0;-0.24588727788479087;15.0;0.6
820;0.33;7.0;-0.2466628195636414;4.0;0.9000000000000002
430;0.23000000000000004;4.0;-0.24767441320396427;13.0;0.7500000000000001
569;0.23000000000000004;4.0;-0.24767441320396427;13.0;0.8000000000000002
278;0.14;5.0;-0.24852615188228244;9.0;0.7000000000000001
146;0.14;5.0;-0.24852615188228244;9.0;0.65
801;0.30000000000000004;2.0;-0.24900223207703504;37.0;0.9000000000000002
425;0.22000000000000003;5.0;-0.2498051488776333;7.0;0.7500000000000001
564;0.22000000000000003;5.0;-0.2498051488776333;7.0;0.8000000000000002
574;0.24000000000000005;2.0;-0.24984423699522182;32.0;0.8000000000000002
435;0.24000000000000005;2.0;-0.24984423699522182;32.0;0.7500000000000001
811;0.32000000000000006;3.0;-0.24996802392709414;10.0;0.9000000000000002
672;0.2;3.0;-0.25069911462685013;4.0;0.8500000000000002
697;0.27;4.0;-0.2511627063342707;11.0;0.8500000000000002
688;0.25000000000000006;4.0;-0.2516397783286196;6.0;0.8500000000000002
417;0.21000000000000002;3.0;-0.2525617546215943;19.0;0.7500000000000001
556;0.21000000000000002;3.0;-0.2525617546215943;19.0;0.8000000000000002
703;0.28;5.0;-0.2530434380525451;6.0;0.8500000000000002
558;0.21000000000000002;5.0;-0.2544858164378357;5.0;0.8000000000000002
419;0.21000000000000002;5.0;-0.2544858164378357;5.0;0.7500000000000001
144;0.14;3.0;-0.25459892265972817;27.0;0.65
276;0.14;3.0;-0.25459892265972817;27.0;0.7000000000000001
691;0.26000000000000006;3.0;-0.2547403556385322;18.0;0.8500000000000002
817;0.33;4.0;-0.25636605518853306;9.0;0.9000000000000002
563;0.22000000000000003;4.0;-0.25659217496025477;12.0;0.8000000000000002
424;0.22000000000000003;4.0;-0.25659217496025477;12.0;0.7500000000000001
842;0.36000000000000004;9.0;-0.25749232620087675;4.0;0.9000000000000002
281;0.15000000000000002;4.0;-0.2576398244335954;19.0;0.7000000000000001
149;0.15000000000000002;4.0;-0.2576398244335954;19.0;0.65
406;0.19;2.0;-0.25948316979847685;48.0;0.7500000000000001
545;0.19;2.0;-0.25948316979847685;48.0;0.8000000000000002
670;0.19;3.0;-0.25957443477030406;4.0;0.8500000000000002
668;0.18000000000000005;3.0;-0.25957443477030406;4.0;0.8500000000000002
7;0.060000000000000005;4.0;-0.2603859018473133;13.0;0.6
682;0.24000000000000005;2.0;-0.2620781394221066;40.0;0.8500000000000002
818;0.33;5.0;-0.262103152699986;9.0;0.9000000000000002
6;0.060000000000000005;3.0;-0.2623879615940026;22.0;0.6
557;0.21000000000000002;4.0;-0.2653157583618154;11.0;0.8000000000000002
418;0.21000000000000002;4.0;-0.2653157583618154;11.0;0.7500000000000001
684;0.24000000000000005;4.0;-0.2656272268015336;6.0;0.8500000000000002
145;0.14;4.0;-0.266024874178526;16.0;0.65
277;0.14;4.0;-0.266024874178526;16.0;0.7000000000000001
828;0.35000000000000003;2.0;-0.2680492070731117;26.0;0.9000000000000002
813;0.32000000000000006;5.0;-0.2685262272230678;8.0;0.9000000000000002
391;0.13;3.0;-0.26899616393716413;4.0;0.7500000000000001
530;0.13;3.0;-0.26899616393716413;4.0;0.8000000000000002
674;0.21000000000000002;3.0;-0.26982607881334;9.0;0.8500000000000002
5;0.060000000000000005;2.0;-0.27085188993845366;54.0;0.6
812;0.32000000000000006;4.0;-0.27107581933494224;9.0;0.9000000000000002
806;0.31000000000000005;3.0;-0.27150883895217975;12.0;0.9000000000000002
532;0.14;3.0;-0.27221816113820146;5.0;0.8000000000000002
393;0.14;3.0;-0.27221816113820146;5.0;0.7500000000000001
124;0.07;3.0;-0.27228756296389345;5.0;0.65
256;0.07;3.0;-0.27228756296389345;5.0;0.7000000000000001
272;0.13;3.0;-0.27369018031140535;28.0;0.7000000000000001
140;0.13;3.0;-0.27369018031140535;28.0;0.65
414;0.2;5.0;-0.27420470070366637;4.0;0.7500000000000001
553;0.2;5.0;-0.27420470070366637;4.0;0.8000000000000002
821;0.34;2.0;-0.2748474573763566;29.0;0.9000000000000002
551;0.2;3.0;-0.2754255493503766;21.0;0.8000000000000002
412;0.2;3.0;-0.2754255493503766;21.0;0.7500000000000001
802;0.30000000000000004;3.0;-0.2788673895423135;12.0;0.9000000000000002
679;0.23000000000000004;2.0;-0.2812797079374852;40.0;0.8500000000000002
1;0.05;3.0;-0.2817030854486756;28.0;0.6
408;0.19;4.0;-0.28172720189536243;6.0;0.7500000000000001
547;0.19;4.0;-0.28172720189536243;6.0;0.8000000000000002
407;0.19;3.0;-0.2826416521087131;19.0;0.7500000000000001
546;0.19;3.0;-0.2826416521087131;19.0;0.8000000000000002
692;0.26000000000000006;4.0;-0.2831444431028374;10.0;0.8500000000000002
798;0.29000000000000004;2.0;-0.2847128559617336;33.0;0.9000000000000002
126;0.08000000000000002;3.0;-0.2847926547972528;7.0;0.65
